"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(6,7]","11","19","-8","-1.07045","-5.35223","6.42268","-67.96157","-339.80785","407.76941"
"(7,8]","13","16","-3","-1.01823","-8.14583","2.03646","-64.64637","-517.17096","129.29274"
"(8,9]","18","8","10","-0.96601","-22.21828","-2.89804","-61.33117","-1410.61696","-183.99352"
"(9,10]","9","8","1","-0.9138","-4.56898","6.39657","-58.01597","-290.07987","406.11182"
"(10,11]","14","9","5","-0.86158","-7.75421","-0.86158","-54.70078","-492.30698","-54.70078"
"(11,12]","8","6","2","-0.80936","2.42808","6.47489","-51.38558","154.15673","411.08461"
"(12,13]","8","14","-6","-0.75714","5.30001","1.51429","-48.07038","336.49265","96.14076"
"(13,14]","16","19","-3","-0.70493","1.40986","-2.81971","-44.75518","89.51036","-179.02072"
"(14,15]","14","8","6","-0.65271","-1.30542","-0.65271","-41.43998","-82.87996","-41.43998"
"(15,16]","9","8","1","-0.60049","1.20099","2.40198","-38.12478","76.24957","152.49913"
"(16,17]","13","15","-2","-0.54828","6.57933","-3.28966","-34.80958","417.71501","-208.85751"
"(17,18]","9","12","-3","-0.49606","3.47242","0.99212","-31.49439","220.4607","62.98877"
"(18,19]","10","10","0","-0.44384","-1.33153","2.21922","-28.17919","-84.53756","140.89594"
"(19,20]","4","11","-7","-0.39163","1.95813","4.69952","-24.86399","124.31994","298.36786"
"(20,21]","12","12","0","-0.33941","1.35764","-1.35764","-21.54879","86.19516","-86.19516"
"(21,22]","13","20","-7","-0.28719","0.28719","0.86158","-18.23359","18.23359","54.70078"
"(22,23]","10","21","-11","-0.23498","3.05469","2.34976","-14.91839","193.93911","149.18393"
"(23,24]","13","18","-5","-0.18276","1.82759","0","-11.60319","116.03195","0"
"(24,25]","8","17","-9","-0.13054","-0.52217","1.82759","-8.288","-33.15198","116.03195"
"(25,26]","20","6","14","-0.07833","-1.01823","-0.46995","-4.9728","-64.64637","-29.83679"
"(26,27]","24","7","17","-0.02611","-0.6266","-0.26108","-1.6576","-39.78238","-16.57599"
"(27,28]","27","14","13","0.02564","0.38456","0.43584","1.65333","24.79994","28.1066"
"(28,29]","15","5","10","0.06561","0.32807","0.9186","4.85751","24.28755","68.00514"
"(29,30]","8","4","4","0.07169","0.21508","0.43016","7.75426","23.26277","46.52554"
"(30,31]","7","4","3","0.02128","0.08512","0.12768","10.13861","40.55446","60.83168"
"(31,32]","4","1","3","-0.10823","-0.43291","-0.32468","11.80563","47.2225","35.41688"
"(32,33]","8","0","8","-0.33942","-2.71539","-2.71539","12.55034","100.40268","100.40268"
"(33,34]","3","0","3","-0.69491","-2.08472","-2.08472","12.16779","36.50336","36.50336"
"(34,35]","2","0","2","-1.19728","-2.39456","-2.39456","10.45303","20.90605","20.90605"
"(35,36]","1","0","1","-1.86913","-1.86913","-1.86913","7.2011","7.2011","7.2011"
"(36,37]","0","0","0","-2.73306","0","0","2.20704","0","0"
"(37,38]","0","0","0","-3.80885","0","0","-4.70847","0","0"
"(38,39]","0","0","0","-5.0513","0","0","-13.13554","0","0"
"(39,40]","0","0","0","-6.35259","0","0","-22.09635","0","0"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","190","236","-46","-134.07","69.71","48.43","-8511.77","4425.79","3074.85"
"Total >20C","175","129","46","-424.07","-4.12","-4.53","-2368.55","601.96","591.21"
"Total","365","365","0","-558.13","65.59","43.91","-10880.33","5027.75","3666.05"
