"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0","0","-14.91839","0","0"
"(23,24]","0","0","0","-0.18276","0","0","-11.60319","0","0"
"(24,25]","0","0","0","-0.13054","0","0","-8.288","0","0"
"(25,26]","0","0","0","-0.07833","0","0","-4.9728","0","0"
"(26,27]","0","0","0","-0.02611","0","0","-1.6576","0","0"
"(27,28]","0","0","0","0.02564","0.05128","-0.05128","1.65333","3.30666","-3.30666"
"(28,29]","0","3","-3","0.06561","-0.52491","-0.13123","4.85751","-38.86008","-9.71502"
"(29,30]","0","1","-1","0.07169","-0.35847","-0.14339","7.75426","-38.77128","-15.50851"
"(30,31]","0","12","-12","0.02128","-0.5107","-0.21279","10.13861","-243.32674","-101.38614"
"(31,32]","1","26","-25","-0.10823","5.62782","2.27277","11.80563","-613.89253","-247.91814"
"(32,33]","2","57","-55","-0.33942","26.47507","23.42025","12.55034","-978.92617","-865.97315"
"(33,34]","6","82","-76","-0.69491","75.05007","40.99958","12.16779","-1314.1211","-717.89949"
"(34,35]","6","59","-53","-1.19728","35.91833","69.4421","10.45303","-313.59081","-606.27557"
"(35,36]","34","53","-19","-1.86913","7.47652","7.47652","7.2011","-28.80439","-28.80439"
"(36,37]","60","25","35","-2.73306","-169.44996","-57.39434","2.20704","136.83659","46.34788"
"(37,38]","81","27","54","-3.80885","-270.42844","-232.33993","-4.70847","-334.30172","-287.21697"
"(38,39]","62","13","49","-5.0513","-267.71874","-257.61615","-13.13554","-696.18369","-669.91261"
"(39,40]","48","5","43","-6.35259","-330.33474","-235.04587","-22.09635","-1149.01005","-817.56485"
"(40,41]","27","1","26","-7.65624","-252.6559","-153.12478","-31.0785","-1025.59059","-621.57005"
"(41,42]","15","0","15","-8.95989","-134.39831","-125.43842","-40.06066","-600.90987","-560.84921"
"(42,43]","14","1","13","-10.26354","-123.16242","-143.6895","-49.04281","-588.51376","-686.59939"
"(43,44]","4","0","4","-11.56718","-46.26873","-46.26873","-58.02497","-232.09987","-232.09987"
"(44,45]","3","0","3","-12.87083","-38.61249","-38.61249","-67.00712","-201.02137","-201.02137"
"(45,46]","2","0","2","-14.17448","-28.34896","-28.34896","-75.98928","-151.97856","-151.97856"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-1512.17","-1174.81","-2368.55","-8409.76","-6779.25"
"Total","365","365","0","-558.13","-1512.17","-1174.81","-10880.33","-8409.76","-6779.25"
