"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","2.27143","0","-48.07038","144.21113","0"
"(13,14]","0","0","0","-0.70493","-1.40986","2.11478","-44.75518","-89.51036","134.26554"
"(14,15]","0","0","0","-0.65271","-0.65271","4.56898","-41.43998","-41.43998","290.07987"
"(15,16]","2","6","-4","-0.60049","5.40445","1.20099","-38.12478","343.12304","76.24957"
"(16,17]","2","9","-7","-0.54828","3.28966","2.74139","-34.80958","208.85751","174.04792"
"(17,18]","4","10","-6","-0.49606","3.96848","0.99212","-31.49439","251.95509","62.98877"
"(18,19]","10","12","-2","-0.44384","2.21922","-1.33153","-28.17919","140.89594","-84.53756"
"(19,20]","11","19","-8","-0.39163","2.34976","0.78325","-24.86399","149.18393","49.72798"
"(20,21]","8","16","-8","-0.33941","3.3941","-0.33941","-21.54879","215.4879","-21.54879"
"(21,22]","8","15","-7","-0.28719","5.45666","0","-18.23359","346.43824","0"
"(22,23]","15","8","7","-0.23498","-0.70493","-0.23498","-14.91839","-44.75518","-14.91839"
"(23,24]","11","7","4","-0.18276","-1.82759","0.36552","-11.60319","-116.03195","23.20639"
"(24,25]","16","11","5","-0.13054","-0.26108","-0.9138","-8.288","-16.57599","-58.01597"
"(25,26]","14","12","2","-0.07833","-0.23498","-0.70493","-4.9728","-14.91839","-44.75518"
"(26,27]","8","11","-3","-0.02611","0.07833","0.02611","-1.6576","4.9728","1.6576"
"(27,28]","7","10","-3","0.02564","-0.10255","-0.02564","1.65333","-6.61332","-1.65333"
"(28,29]","8","6","2","0.06561","-0.13123","0.06561","4.85751","-9.71502","4.85751"
"(29,30]","11","10","1","0.07169","0.50186","-0.21508","7.75426","54.2798","-23.26277"
"(30,31]","7","1","6","0.02128","0.06384","-0.08512","10.13861","30.41584","-40.55446"
"(31,32]","10","7","3","-0.10823","-0.10823","0","11.80563","11.80563","0"
"(32,33]","4","10","-6","-0.33942","1.3577","2.71539","12.55034","-50.20134","-100.40268"
"(33,34]","5","5","0","-0.69491","-5.55926","6.94908","12.16779","97.3423","-121.67788"
"(34,35]","6","9","-3","-1.19728","2.39456","8.38094","10.45303","-20.90605","-73.17119"
"(35,36]","5","6","-1","-1.86913","-1.86913","7.47652","7.2011","7.2011","-28.80439"
"(36,37]","8","12","-4","-2.73306","19.13145","-8.19919","2.20704","-15.44929","6.62113"
"(37,38]","5","8","-3","-3.80885","26.66196","-3.80885","-4.70847","32.95932","-4.70847"
"(38,39]","8","12","-4","-5.0513","10.10259","0","-13.13554","26.27108","0"
"(39,40]","10","14","-4","-6.35259","12.70518","25.41036","-22.09635","44.19269","88.38539"
"(40,41]","7","13","-6","-7.65624","-68.90615","114.84359","-31.0785","-279.70652","466.17754"
"(41,42]","6","9","-3","-8.95989","-62.71921","125.43842","-40.06066","-280.42461","560.84921"
"(42,43]","4","7","-3","-10.26354","71.84475","133.42596","-49.04281","343.29969","637.55657"
"(43,44]","4","15","-11","-11.56718","138.8062","208.2093","-58.02497","696.29962","1044.44944"
"(44,45]","13","15","-2","-12.87083","115.83748","51.48333","-67.00712","603.06412","268.0285"
"(45,46]","14","18","-4","-14.17448","-28.34896","28.34896","-75.98928","-151.97856","151.97856"
"(46,47]","18","23","-5","-15.47813","46.43438","-170.2594","-84.97143","254.9143","-934.68578"
"(47,48]","13","11","2","-16.78178","-50.34533","-184.59953","-93.95359","-281.86077","-1033.48949"
"(48,49]","6","4","2","-18.08542","36.17085","-108.51254","-102.93575","205.87149","-617.61447"
"(49,50]","20","3","17","-19.38907","-290.83608","-387.78144","-111.9179","-1678.76852","-2238.35802"
"(50,51]","25","1","24","-20.69272","-496.62528","-517.318","-120.90006","-2901.60135","-3022.50141"
"(51,52]","16","0","16","-21.99637","-329.94552","-351.94189","-129.88221","-1948.23318","-2078.11539"
"(52,53]","10","0","10","-23.30002","-233.00016","-233.00016","-138.86437","-1388.64367","-1388.64367"
"(53,54]","3","0","3","-24.60366","-73.81099","-73.81099","-147.84652","-443.53957","-443.53957"
"(54,55]","2","0","2","-25.90731","-51.81462","-51.81462","-156.82868","-313.65736","-313.65736"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","1","0","1","-28.51461","-28.51461","-28.51461","-174.79299","-174.79299","-174.79299"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","29","56","-27","-134.07","17.44","11.07","-8511.77","1107.28","702.82"
"Total >20C","336","309","27","-424.07","-1234.72","-1408.94","-2368.55","-7163.56","-9525.1"
"Total","365","365","0","-558.13","-1217.28","-1397.87","-10880.33","-6056.28","-8822.28"
