"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0","0","-14.91839","0","0"
"(23,24]","0","0","0","-0.18276","0","0","-11.60319","0","0"
"(24,25]","0","0","0","-0.13054","0","0","-8.288","0","0"
"(25,26]","0","0","0","-0.07833","0.07833","0","-4.9728","4.9728","0"
"(26,27]","0","1","-1","-0.02611","0.02611","0.05222","-1.6576","1.6576","3.3152"
"(27,28]","0","1","-1","0.02564","-0.25638","0","1.65333","-16.53329","0"
"(28,29]","0","7","-7","0.06561","-1.90281","-0.59053","4.85751","-140.86779","-43.71759"
"(29,30]","0","38","-38","0.07169","-6.30906","-2.65267","7.75426","-682.37461","-286.90751"
"(30,31]","1","90","-89","0.02128","-2.10665","-1.8513","10.13861","-1003.72279","-882.05942"
"(31,32]","0","114","-114","-0.10823","8.11705","11.68856","11.80563","-885.42191","-1275.00756"
"(32,33]","9","81","-72","-0.33942","13.57696","24.77795","12.55034","-502.01342","-916.17449"
"(33,34]","27","29","-2","-0.69491","-8.3389","2.08472","12.16779","146.01346","-36.50336"
"(34,35]","54","4","50","-1.19728","-67.04755","-55.07477","10.45303","585.36952","480.83925"
"(35,36]","89","0","89","-1.86913","-168.22173","-164.48347","7.2011","648.09873","633.69654"
"(36,37]","68","0","68","-2.73306","-185.84834","-185.84834","2.20704","150.07885","150.07885"
"(37,38]","59","0","59","-3.80885","-224.72222","-224.72222","-4.70847","-277.80002","-277.80002"
"(38,39]","31","0","31","-5.0513","-156.59021","-156.59021","-13.13554","-407.20178","-407.20178"
"(39,40]","14","0","14","-6.35259","-88.93628","-88.93628","-22.09635","-309.34886","-309.34886"
"(40,41]","8","0","8","-7.65624","-61.24991","-61.24991","-31.0785","-248.62802","-248.62802"
"(41,42]","5","0","5","-8.95989","-44.79944","-44.79944","-40.06066","-200.30329","-200.30329"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-994.53","-948.2","-2368.55","-3138.02","-3615.72"
"Total","365","365","0","-558.13","-994.53","-948.2","-10880.33","-3138.02","-3615.72"
