"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0","0","-14.91839","0","0"
"(23,24]","0","0","0","-0.18276","0","0","-11.60319","0","0"
"(24,25]","0","0","0","-0.13054","0","0","-8.288","0","0"
"(25,26]","0","0","0","-0.07833","0.07833","0","-4.9728","4.9728","0"
"(26,27]","0","0","0","-0.02611","0.02611","0","-1.6576","1.6576","0"
"(27,28]","0","1","-1","0.02564","-0.05128","-0.02564","1.65333","-3.30666","-1.65333"
"(28,29]","1","6","-5","0.06561","-0.32807","-0.19684","4.85751","-24.28755","-14.57253"
"(29,30]","2","11","-9","0.07169","-0.35847","-0.50186","7.75426","-38.77128","-54.2798"
"(30,31]","0","16","-16","0.02128","-0.29791","-0.31919","10.13861","-141.9406","-152.07921"
"(31,32]","1","23","-22","-0.10823","1.40696","2.70568","11.80563","-153.47313","-295.14064"
"(32,33]","6","27","-21","-0.33942","6.78848","8.14617","12.55034","-251.00671","-301.20805"
"(33,34]","14","35","-21","-0.69491","24.32178","6.94908","12.16779","-425.87258","-121.67788"
"(34,35]","17","49","-32","-1.19728","27.53739","16.76189","10.45303","-240.41962","-146.34238"
"(35,36]","21","47","-26","-1.86913","76.63434","13.08391","7.2011","-295.24498","-50.40768"
"(36,37]","33","29","4","-2.73306","10.93226","13.66532","2.20704","-8.82817","-11.03521"
"(37,38]","27","21","6","-3.80885","7.6177","38.08851","-4.70847","9.41695","47.08475"
"(38,39]","35","22","13","-5.0513","-131.33372","5.0513","-13.13554","-341.52408","13.13554"
"(39,40]","37","17","20","-6.35259","-184.22514","6.35259","-22.09635","-640.79407","22.09635"
"(40,41]","36","16","20","-7.65624","-176.0935","-130.15607","-31.0785","-714.80556","-528.33454"
"(41,42]","25","21","4","-8.95989","-17.91977","-107.51865","-40.06066","-80.12132","-480.7279"
"(42,43]","17","18","-1","-10.26354","-82.10828","-41.05414","-49.04281","-392.34251","-196.17125"
"(43,44]","21","5","16","-11.56718","-104.10465","-208.2093","-58.02497","-522.22472","-1044.44944"
"(44,45]","17","1","16","-12.87083","-180.19164","-218.80414","-67.00712","-938.09974","-1139.12111"
"(45,46]","29","0","29","-14.17448","-411.05991","-411.05991","-75.98928","-2203.68911","-2203.68911"
"(46,47]","9","0","9","-15.47813","-139.30315","-139.30315","-84.97143","-764.74291","-764.74291"
"(47,48]","8","0","8","-16.78178","-134.25421","-134.25421","-93.95359","-751.62872","-751.62872"
"(48,49]","8","0","8","-18.08542","-144.68339","-144.68339","-102.93575","-823.48597","-823.48597"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","1","0","1","-20.69272","-20.69272","-20.69272","-120.90006","-120.90006","-120.90006"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-1571.66","-1445.97","-2368.55","-9861.46","-9119.33"
"Total","365","365","0","-558.13","-1571.66","-1445.97","-10880.33","-9861.46","-9119.33"
