"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(10,11]","0","0","0","-0.86158","1.72316","0.86158","-54.70078","109.40155","54.70078"
"(11,12]","0","2","-2","-0.80936","4.85617","3.23745","-51.38558","308.31346","205.54231"
"(12,13]","0","8","-8","-0.75714","4.54287","6.05716","-48.07038","288.42227","384.56303"
"(13,14]","3","11","-8","-0.70493","5.63942","4.93449","-44.75518","358.04144","313.28626"
"(14,15]","3","11","-8","-0.65271","1.30542","8.48524","-41.43998","82.87996","538.71976"
"(15,16]","7","16","-9","-0.60049","4.80395","4.20346","-38.12478","304.99826","266.87348"
"(16,17]","6","15","-9","-0.54828","-0.54828","8.22416","-34.80958","-34.80958","522.14376"
"(17,18]","9","17","-8","-0.49606","3.96848","1.48818","-31.49439","251.95509","94.48316"
"(18,19]","11","18","-7","-0.44384","3.55075","2.66306","-28.17919","225.4335","169.07512"
"(19,20]","10","13","-3","-0.39163","-2.74139","2.74139","-24.86399","-174.04792","174.04792"
"(20,21]","26","13","13","-0.33941","-1.01823","-4.75174","-21.54879","-64.64637","-301.68306"
"(21,22]","13","22","-9","-0.28719","4.59509","0.28719","-18.23359","291.73747","18.23359"
"(22,23]","15","12","3","-0.23498","1.40986","-0.46995","-14.91839","89.51036","-29.83679"
"(23,24]","25","18","7","-0.18276","-0.36552","-2.01035","-11.60319","-23.20639","-127.63514"
"(24,25]","18","16","2","-0.13054","-0.52217","0.26108","-8.288","-33.15198","16.57599"
"(25,26]","15","17","-2","-0.07833","-0.78325","0.54828","-4.9728","-49.72798","34.80958"
"(26,27]","21","23","-2","-0.02611","0.18276","-0.10443","-1.6576","11.60319","-6.6304"
"(27,28]","13","16","-3","0.02564","-0.02564","-0.05128","1.65333","-1.65333","-3.30666"
"(28,29]","16","20","-4","0.06561","-1.11544","0.4593","4.85751","-82.57767","34.00257"
"(29,30]","11","23","-12","0.07169","-0.50186","-0.35847","7.75426","-54.2798","-38.77128"
"(30,31]","11","17","-6","0.02128","-0.12768","0.04256","10.13861","-60.83168","20.27723"
"(31,32]","14","24","-10","-0.10823","0","0.32468","11.80563","0","-35.41688"
"(32,33]","13","13","0","-0.33942","-1.69712","2.71539","12.55034","62.75168","-100.40268"
"(33,34]","18","9","9","-0.69491","-6.94908","-3.47454","12.16779","121.67788","60.83894"
"(34,35]","14","6","8","-1.19728","-15.56461","-2.39456","10.45303","135.88935","20.90605"
"(35,36]","16","4","12","-1.86913","-18.6913","-14.95304","7.2011","72.01097","57.60878"
"(36,37]","15","1","14","-2.73306","-27.33064","-24.59757","2.20704","22.07042","19.86338"
"(37,38]","17","0","17","-3.80885","-53.32392","-60.94162","-4.70847","-65.91865","-75.3356"
"(38,39]","11","0","11","-5.0513","-45.46167","-55.56427","-13.13554","-118.21987","-144.49096"
"(39,40]","5","0","5","-6.35259","-12.70518","-31.76296","-22.09635","-44.19269","-110.48174"
"(40,41]","5","0","5","-7.65624","-30.62496","-38.2812","-31.0785","-124.31401","-155.39251"
"(41,42]","3","0","3","-8.95989","-26.87966","-26.87966","-40.06066","-120.18197","-120.18197"
"(42,43]","1","0","1","-10.26354","-10.26354","-10.26354","-49.04281","-49.04281","-49.04281"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","49","111","-62","-134.07","27.26","48.69","-8511.77","1730.53","3091.42"
"Total >20C","316","254","62","-424.07","-247.76","-272.22","-2368.55","-84.69","-1015.49"
"Total","365","365","0","-558.13","-220.51","-223.53","-10880.33","1645.84","2075.93"
