"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","-0.65271","0.65271","-41.43998","-41.43998","41.43998"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0.54828","-34.80958","0","34.80958"
"(17,18]","0","1","-1","-0.49606","2.97636","0","-31.49439","188.96631","0"
"(18,19]","0","10","-10","-0.44384","3.1069","4.43843","-28.17919","197.25431","281.79187"
"(19,20]","2","21","-19","-0.39163","4.30789","8.22416","-24.86399","273.50388","522.14376"
"(20,21]","2","40","-38","-0.33941","12.89757","11.20052","-21.54879","818.85403","711.11008"
"(21,22]","6","50","-44","-0.28719","8.32859","10.62613","-18.23359","528.77416","674.64289"
"(22,23]","21","47","-26","-0.23498","3.28966","6.57933","-14.91839","208.85751","417.71501"
"(23,24]","43","27","16","-0.18276","-6.39657","-0.54828","-11.60319","-406.11182","-34.80958"
"(24,25]","33","32","1","-0.13054","-3.91627","2.74139","-8.288","-248.63989","174.04792"
"(25,26]","20","34","-14","-0.07833","0.70493","1.56651","-4.9728","44.75518","99.45595"
"(26,27]","35","49","-14","-0.02611","0.18276","0.02611","-1.6576","11.60319","1.6576"
"(27,28]","41","20","21","0.02564","-0.10255","0.69222","1.65333","-6.61332","44.63989"
"(28,29]","25","12","13","0.06561","-0.32807","1.04983","4.85751","-24.28755","77.72016"
"(29,30]","15","9","6","0.07169","-0.71694","0.78863","7.75426","-77.54257","85.29683"
"(30,31]","28","6","22","0.02128","0.23407","0.55326","10.13861","111.52475","263.60396"
"(31,32]","29","4","25","-0.10823","-1.94809","-2.81391","11.80563","212.50126","306.94626"
"(32,33]","27","3","24","-0.33942","-4.75193","-9.16445","12.55034","175.7047","338.85906"
"(33,34]","17","0","17","-0.69491","-10.42362","-11.11853","12.16779","182.51682","194.68461"
"(34,35]","11","0","11","-1.19728","-7.18367","-13.17005","10.45303","62.71816","114.9833"
"(35,36]","6","0","6","-1.86913","-11.21478","-11.21478","7.2011","43.20658","43.20658"
"(36,37]","3","0","3","-2.73306","-8.19919","-8.19919","2.20704","6.62113","6.62113"
"(37,38]","1","0","1","-3.80885","-3.80885","-3.80885","-4.70847","-4.70847","-4.70847"
"(38,39]","0","0","0","-5.0513","0","0","-13.13554","0","0"
"(39,40]","0","0","0","-6.35259","0","0","-22.09635","0","0"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","2","32","-30","-134.07","9.74","13.86","-8511.77","618.28","880.19"
"Total >20C","363","333","30","-424.07","-33.35","-24.21","-2368.55","1639.73","3515.67"
"Total","365","365","0","-558.13","-23.61","-10.35","-10880.33","2258.02","4395.86"
