"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","1","-1","-0.44384","0.44384","0","-28.17919","28.17919","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","7","-7","-0.33941","1.35764","1.01823","-21.54879","86.19516","64.64637"
"(21,22]","0","8","-8","-0.28719","0","2.87193","-18.23359","0","182.33592"
"(22,23]","0","7","-7","-0.23498","6.10937","2.58474","-14.91839","387.87822","164.10233"
"(23,24]","4","29","-25","-0.18276","7.49312","3.28966","-11.60319","475.73098","208.85751"
"(24,25]","8","36","-28","-0.13054","2.61084","5.22169","-8.288","165.75992","331.51985"
"(25,26]","7","27","-20","-0.07833","-0.23498","2.89804","-4.9728","-14.91839","183.99352"
"(26,27]","10","31","-21","-0.02611","0.28719","0.39163","-1.6576","18.23359","24.86399"
"(27,28]","19","21","-2","0.02564","-0.23074","0.25638","1.65333","-14.87996","16.53329"
"(28,29]","21","15","6","0.06561","0.19684","0.13123","4.85751","14.57253","9.71502"
"(29,30]","25","23","2","0.07169","0.43016","-0.07169","7.75426","46.52554","-7.75426"
"(30,31]","39","39","0","0.02128","-0.14896","0.34047","10.13861","-70.9703","162.21782"
"(31,32]","34","34","0","-0.10823","-0.32468","0","11.80563","35.41688","0"
"(32,33]","26","32","-6","-0.33942","7.1279","2.71539","12.55034","-263.55704","-100.40268"
"(33,34]","25","30","-5","-0.69491","9.72871","0.69491","12.16779","-170.34903","-12.16779"
"(34,35]","27","19","8","-1.19728","-17.95916","-13.17005","10.45303","156.79541","114.9833"
"(35,36]","42","3","39","-1.86913","-89.71825","-54.20478","7.2011","345.65266","208.83181"
"(36,37]","32","3","29","-2.73306","-79.25885","-84.72498","2.20704","64.00421","68.4183"
"(37,38]","20","0","20","-3.80885","-79.98588","-72.36817","-4.70847","-98.87797","-89.46102"
"(38,39]","12","0","12","-5.0513","-60.61556","-60.61556","-13.13554","-157.6265","-157.6265"
"(39,40]","9","0","9","-6.35259","-57.17332","-57.17332","-22.09635","-198.86712","-198.86712"
"(40,41]","5","0","5","-7.65624","-38.2812","-38.2812","-31.0785","-155.39251","-155.39251"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","1","-1","-134.07","0.44","0","-8511.77","28.18","0"
"Total >20C","365","364","1","-424.07","-388.59","-358.2","-2368.55","651.33","1019.35"
"Total","365","365","0","-558.13","-388.15","-358.2","-10880.33","679.51","1019.35"
