"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0.23498","0","-14.91839","14.91839","0"
"(23,24]","0","3","-3","-0.18276","1.46207","0","-11.60319","92.82556","0"
"(24,25]","0","9","-9","-0.13054","1.17488","1.17488","-8.288","74.59197","74.59197"
"(25,26]","1","18","-17","-0.07833","1.09655","2.03646","-4.9728","69.61917","129.29274"
"(26,27]","2","52","-50","-0.02611","1.07045","1.04434","-1.6576","67.96157","66.30397"
"(27,28]","10","43","-33","0.02564","-0.84604","-0.6153","1.65333","-54.55987","-39.6799"
"(28,29]","23","40","-17","0.06561","0.06561","-1.57474","4.85751","4.85751","-116.58024"
"(29,30]","44","30","14","0.07169","2.2942","-0.21508","7.75426","248.13622","-23.26277"
"(30,31]","29","35","-6","0.02128","0.59582","-0.7235","10.13861","283.88119","-344.71288"
"(31,32]","21","28","-7","-0.10823","0.21645","2.381","11.80563","-23.61125","-259.72376"
"(32,33]","36","35","1","-0.33942","-0.67885","-3.05482","12.55034","25.10067","112.95302"
"(33,34]","43","42","1","-0.69491","13.89816","-20.84724","12.16779","-243.35576","365.03364"
"(34,35]","50","17","33","-1.19728","-4.78911","-53.87749","10.45303","41.81211","470.38622"
"(35,36]","32","6","26","-1.86913","-14.95304","-52.33565","7.2011","57.60878","201.63072"
"(36,37]","32","5","27","-2.73306","-62.86047","-79.25885","2.20704","50.76196","64.00421"
"(37,38]","13","2","11","-3.80885","-26.66196","-45.70621","-4.70847","-32.95932","-56.5017"
"(38,39]","11","0","11","-5.0513","-25.25649","-55.56427","-13.13554","-65.67771","-144.49096"
"(39,40]","6","0","6","-6.35259","-38.11555","-38.11555","-22.09635","-132.57808","-132.57808"
"(40,41]","8","0","8","-7.65624","-61.24991","-61.24991","-31.0785","-248.62802","-248.62802"
"(41,42]","4","0","4","-8.95989","-35.83955","-35.83955","-40.06066","-160.24263","-160.24263"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-249.14","-442.34","-2368.55","70.46","-42.2"
"Total","365","365","0","-558.13","-249.14","-442.34","-10880.33","70.46","-42.2"
