"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","-0.70493","0.70493","-44.75518","-44.75518","44.75518"
"(14,15]","0","1","-1","-0.65271","-0.65271","2.61084","-41.43998","-41.43998","165.75992"
"(15,16]","0","0","0","-0.60049","-1.20099","3.00247","-38.12478","-76.24957","190.62391"
"(16,17]","1","9","-8","-0.54828","8.22416","6.03105","-34.80958","522.14376","382.90543"
"(17,18]","1","29","-28","-0.49606","14.38575","6.94484","-31.49439","913.33718","440.9214"
"(18,19]","4","28","-24","-0.44384","12.87146","7.1015","-28.17919","817.19643","450.86699"
"(19,20]","3","20","-17","-0.39163","7.83253","8.61578","-24.86399","497.27977","547.00775"
"(20,21]","20","26","-6","-0.33941","3.05469","2.37587","-21.54879","193.93911","150.84153"
"(21,22]","26","22","4","-0.28719","0.28719","-0.28719","-18.23359","18.23359","-18.23359"
"(22,23]","27","25","2","-0.23498","2.58474","0.23498","-14.91839","164.10233","14.91839"
"(23,24]","22","32","-10","-0.18276","3.1069","0.73104","-11.60319","197.25431","46.41278"
"(24,25]","26","36","-10","-0.13054","1.69705","0.52217","-8.288","107.74395","33.15198"
"(25,26]","26","34","-8","-0.07833","0.9399","0.3133","-4.9728","59.67357","19.89119"
"(26,27]","23","26","-3","-0.02611","0.20887","0.10443","-1.6576","13.26079","6.6304"
"(27,28]","37","32","5","0.02564","0.48712","0.15383","1.65333","31.41326","9.91998"
"(28,29]","33","17","16","0.06561","2.03404","0.52491","4.85751","150.58281","38.86008"
"(29,30]","31","14","17","0.07169","2.22251","0.43016","7.75426","240.38196","46.52554"
"(30,31]","25","4","21","0.02128","0.59582","0.36175","10.13861","283.88119","172.35644"
"(31,32]","21","7","14","-0.10823","-1.62341","-2.16455","11.80563","177.08438","236.11251"
"(32,33]","24","1","23","-0.33942","-7.80675","-8.14617","12.55034","288.65772","301.20805"
"(33,34]","5","2","3","-0.69491","-2.08472","-3.47454","12.16779","36.50336","60.83894"
"(34,35]","3","0","3","-1.19728","-3.59183","-3.59183","10.45303","31.35908","31.35908"
"(35,36]","5","0","5","-1.86913","-9.34565","-9.34565","7.2011","36.00549","36.00549"
"(36,37]","1","0","1","-2.73306","-2.73306","-2.73306","2.20704","2.20704","2.20704"
"(37,38]","1","0","1","-3.80885","-3.80885","-3.80885","-4.70847","-4.70847","-4.70847"
"(38,39]","0","0","0","-5.0513","0","0","-13.13554","0","0"
"(39,40]","0","0","0","-6.35259","0","0","-22.09635","0","0"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","9","87","-78","-134.07","40.76","35.01","-8511.77","2587.51","2222.84"
"Total >20C","356","278","78","-424.07","-13.78","-27.8","-2368.55","2027.58","1184.3"
"Total","365","365","0","-558.13","26.98","7.21","-10880.33","4615.09","3407.14"
