"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0","0","-14.91839","0","0"
"(23,24]","0","0","0","-0.18276","0","0","-11.60319","0","0"
"(24,25]","0","1","-1","-0.13054","-0.13054","0.26108","-8.288","-8.288","16.57599"
"(25,26]","0","0","0","-0.07833","0","0.15665","-4.9728","0","9.9456"
"(26,27]","1","5","-4","-0.02611","0.20887","0.39163","-1.6576","13.26079","24.86399"
"(27,28]","1","20","-19","0.02564","-0.66658","-0.64094","1.65333","-42.98656","-41.33323"
"(28,29]","11","47","-36","0.06561","-2.49334","-2.29649","4.85751","-184.58538","-170.01285"
"(29,30]","22","72","-50","0.07169","-2.50929","-3.22623","7.75426","-271.39899","-348.94156"
"(30,31]","59","74","-15","0.02128","0.29791","-0.48942","10.13861","141.9406","-233.18812"
"(31,32]","34","76","-42","-0.10823","2.381","4.22087","11.80563","-259.72376","-460.4194"
"(32,33]","51","44","7","-0.33942","3.39424","-8.14617","12.55034","-125.50335","301.20805"
"(33,34]","54","24","30","-0.69491","-2.77963","-28.49123","12.16779","48.67115","498.87931"
"(34,35]","50","2","48","-1.19728","-50.28566","-52.68022","10.45303","439.02714","459.93319"
"(35,36]","31","0","31","-1.86913","-54.20478","-48.59739","7.2011","208.83181","187.22852"
"(36,37]","24","0","24","-2.73306","-62.86047","-65.59353","2.20704","50.76196","52.969"
"(37,38]","9","0","9","-3.80885","-34.27966","-34.27966","-4.70847","-42.37627","-42.37627"
"(38,39]","13","0","13","-5.0513","-60.61556","-65.66686","-13.13554","-157.6265","-170.76204"
"(39,40]","4","0","4","-6.35259","-25.41036","-25.41036","-22.09635","-88.38539","-88.38539"
"(40,41]","1","0","1","-7.65624","-7.65624","-7.65624","-31.0785","-31.0785","-31.0785"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-297.61","-338.14","-2368.55","-309.46","-34.89"
"Total","365","365","0","-558.13","-297.61","-338.14","-10880.33","-309.46","-34.89"
