"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(-7,-6]","0","0","0","-1.92392","0","0","-158.00078","0","0"
"(-6,-5]","0","0","0","-1.86649","0","0","-153.28434","0","0"
"(-5,-4]","0","0","0","-1.80906","0","0","-148.5679","0","0"
"(-4,-3]","0","0","0","-1.75162","0","0","-143.85146","0","0"
"(-3,-2]","0","0","0","-1.69419","0","0","-139.13502","0","0"
"(-2,-1]","0","0","0","-1.63676","0","0","-134.41858","0","0"
"(-1,0]","0","0","0","-1.57933","0","0","-129.70213","0","0"
"(0,1]","0","0","0","-1.5219","0","0","-124.98569","0","0"
"(1,2]","0","0","0","-1.46447","0","0","-120.26925","0","0"
"(2,3]","0","0","0","-1.40704","0","0","-115.55281","0","0"
"(3,4]","0","0","0","-1.34961","0","0","-110.83637","0","0"
"(4,5]","0","0","0","-1.29218","0","0","-106.11993","0","0"
"(5,6]","0","0","0","-1.23475","0","0","-101.40349","0","0"
"(6,7]","0","0","0","-1.17732","0","0","-96.68705","0","0"
"(7,8]","0","0","0","-1.11989","0","0","-91.9706","0","0"
"(8,9]","0","0","0","-1.06246","0","0","-87.25416","0","0"
"(9,10]","0","0","0","-1.00503","0","0","-82.53772","0","0"
"(10,11]","0","0","0","-0.9476","0","0","-77.82128","0","0"
"(11,12]","0","0","0","-0.89017","0","0","-73.10484","0","0"
"(12,13]","0","0","0","-0.83274","0","0","-68.3884","0","0"
"(13,14]","0","0","0","-0.77531","0","0","-63.67196","0","0"
"(14,15]","0","0","0","-0.71788","0","0","-58.95552","0","0"
"(15,16]","0","0","0","-0.66045","0","0","-54.23907","0","0"
"(16,17]","0","0","0","-0.60302","0","0","-49.52263","0","0"
"(17,18]","0","0","0","-0.54559","0","0","-44.80619","0","0"
"(18,19]","0","0","0","-0.48816","0","0","-40.08975","0","0"
"(19,20]","0","0","0","-0.43073","0","0","-35.37331","0","0"
"(20,21]","0","0","0","-0.3733","0","0","-30.65687","0","0"
"(21,22]","0","0","0","-0.31587","0","0","-25.94043","0","0"
"(22,23]","0","0","0","-0.25844","-0.25844","0.25844","-21.22399","-21.22399","21.22399"
"(23,24]","0","0","0","-0.20101","0","0.20101","-16.50754","0","16.50754"
"(24,25]","0","0","0","-0.14358","0.71788","0.28715","-11.7911","58.95552","23.58221"
"(25,26]","0","4","-4","-0.08615","0.68916","0.08615","-7.07466","56.59729","7.07466"
"(26,27]","0","9","-9","-0.02872","0.3733","0.22972","-2.35822","30.65687","18.86576"
"(27,28]","0","23","-23","0.0264","-0.87113","-0.18478","2.32399","-76.69159","-16.26791"
"(28,29]","0","24","-24","0.02607","-0.93854","-0.52141","6.18724","-222.7406","-123.74478"
"(29,30]","0","29","-29","-0.07872","1.6531","3.07003","8.50737","-178.65486","-331.7876"
"(30,31]","5","58","-53","-0.28191","17.47841","8.17538","9.37393","-581.18346","-271.84388"
"(31,32]","19","48","-29","-0.57495","14.37364","18.97321","8.91329","-222.83237","-294.13872"
"(32,33]","24","54","-30","-0.94927","8.54343","32.27517","7.25188","-65.26689","-246.56379"
"(33,34]","15","38","-23","-1.39633","13.96325","50.26771","4.51607","-45.1607","-162.57853"
"(34,35]","26","33","-7","-1.90756","5.72267","20.98311","0.83228","-2.49683","-9.15503"
"(35,36]","24","19","5","-2.4744","-9.89762","-14.84643","-3.67311","-14.69244","-22.03866"
"(36,37]","14","3","11","-3.08831","-24.70652","15.44157","-8.87369","-70.9895","44.36844"
"(37,38]","27","7","20","-3.74073","-63.5924","-67.33313","-14.64306","-248.93199","-263.57505"
"(38,39]","22","9","13","-4.42309","-39.80784","-84.03877","-20.85482","-187.69342","-396.24166"
"(39,40]","39","5","34","-5.12685","-169.18599","-199.94707","-27.38259","-903.62534","-1067.92086"
"(40,41]","38","1","37","-5.84344","-245.4244","-192.83346","-34.09995","-1432.19773","-1125.29822"
"(41,42]","32","1","31","-6.56448","-203.49903","-210.06351","-40.88314","-1267.37729","-1308.26043"
"(42,43]","31","0","31","-7.28571","-225.857","-225.857","-47.66896","-1477.73789","-1477.73789"
"(43,44]","20","0","20","-8.00693","-160.13869","-160.13869","-54.45479","-1089.0958","-1089.0958"
"(44,45]","16","0","16","-8.72816","-139.65055","-139.65055","-61.24062","-979.84985","-979.84985"
"(45,46]","7","0","7","-9.44938","-66.14569","-66.14569","-68.02644","-476.18509","-476.18509"
"(46,47]","4","0","4","-10.17061","-40.68244","-40.68244","-74.81227","-299.24907","-299.24907"
"(47,48]","1","0","1","-10.89183","-10.89183","-10.89183","-81.59809","-81.59809","-81.59809"
"(48,49]","1","0","1","-11.61306","-11.61306","-11.61306","-88.38392","-88.38392","-88.38392"
"(49,50]","0","0","0","-12.33428","0","0","-95.16974","0","0"
"(50,51]","0","0","0","-13.05551","0","0","-101.95557","0","0"
"(51,52]","0","0","0","-13.77673","0","0","-108.7414","0","0"
"(52,53]","0","0","0","-14.49796","0","0","-115.52722","0","0"
"(53,54]","0","0","0","-15.21918","0","0","-122.31305","0","0"
"(54,55]","0","0","0","-15.94041","0","0","-129.09887","0","0"
"(55,56]","0","0","0","-16.66163","0","0","-135.8847","0","0"
"(56,57]","0","0","0","-17.38286","0","0","-142.67052","0","0"
"(57,58]","0","0","0","-18.10408","0","0","-149.45635","0","0"
"(58,59]","0","0","0","-18.82531","0","0","-156.24218","0","0"
"(59,60]","0","0","0","-19.54653","0","0","-163.028","0","0"
"Total <20C","0","0","0","-147.45","0","0","-12109.46","0","0"
"Total >20C","365","365","0","-279.29","-1349.65","-1274.5","-2114.33","-9887.65","-9999.89"
"Total","365","365","0","-426.75","-1349.65","-1274.5","-14223.79","-9887.65","-9999.89"
