"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(8,9]","6","16","-10","-0.96601","20.28626","7.7281","-61.33117","1287.95461","490.64938"
"(9,10]","8","12","-4","-0.9138","0.9138","13.70693","-58.01597","58.01597","870.2396"
"(10,11]","10","12","-2","-0.86158","-1.72316","5.16947","-54.70078","-109.40155","328.20465"
"(11,12]","9","8","1","-0.80936","-8.09362","12.94979","-51.38558","-513.85577","822.16923"
"(12,13]","18","25","-7","-0.75714","4.54287","-3.02858","-48.07038","288.42227","-192.28151"
"(13,14]","15","16","-1","-0.70493","-7.75421","4.22957","-44.75518","-492.30698","268.53108"
"(14,15]","21","13","8","-0.65271","-15.01235","2.61084","-41.43998","-953.11957","165.75992"
"(15,16]","27","17","10","-0.60049","-12.61038","-4.80395","-38.12478","-800.62044","-304.99826"
"(16,17]","22","18","4","-0.54828","-2.74139","-7.1276","-34.80958","-174.04792","-452.52459"
"(17,18]","14","19","-5","-0.49606","2.4803","-2.97636","-31.49439","157.47193","-188.96631"
"(18,19]","13","21","-8","-0.44384","4.43843","-2.21922","-28.17919","281.79187","-140.89594"
"(19,20]","11","15","-4","-0.39163","2.34976","0","-24.86399","149.18393","0"
"(20,21]","10","7","3","-0.33941","-2.37587","1.69705","-21.54879","-150.84153","107.74395"
"(21,22]","8","14","-6","-0.28719","4.0207","1.14877","-18.23359","255.27028","72.93437"
"(22,23]","8","11","-3","-0.23498","1.40986","2.58474","-14.91839","89.51036","164.10233"
"(23,24]","9","7","2","-0.18276","2.19311","0.36552","-11.60319","139.23834","23.20639"
"(24,25]","12","14","-2","-0.13054","1.04434","-0.26108","-8.288","66.30397","-16.57599"
"(25,26]","11","20","-9","-0.07833","1.17488","0.15665","-4.9728","74.59197","9.9456"
"(26,27]","13","22","-9","-0.02611","0.52217","-0.20887","-1.6576","33.15198","-13.26079"
"(27,28]","11","18","-7","0.02564","-0.17946","0.10255","1.65333","-11.57331","6.61332"
"(28,29]","10","20","-10","0.06561","-0.78737","-0.06561","4.85751","-58.29012","-4.85751"
"(29,30]","10","6","4","0.07169","0.64525","-0.21508","7.75426","69.78831","-23.26277"
"(30,31]","15","5","10","0.02128","0.31919","0.1064","10.13861","152.07921","50.69307"
"(31,32]","9","5","4","-0.10823","-1.29873","-0.10823","11.80563","141.66751","11.80563"
"(32,33]","9","0","9","-0.33942","-3.05482","-2.03654","12.55034","112.95302","75.30201"
"(33,34]","22","0","22","-0.69491","-18.06761","-11.81344","12.16779","316.36249","206.8524"
"(34,35]","11","0","11","-1.19728","-17.95916","-8.38094","10.45303","156.79541","73.17119"
"(35,36]","9","0","9","-1.86913","-16.82217","-16.82217","7.2011","64.80987","64.80987"
"(36,37]","5","0","5","-2.73306","-13.66532","-13.66532","2.20704","11.03521","11.03521"
"(37,38]","1","0","1","-3.80885","-3.80885","-3.80885","-4.70847","-4.70847","-4.70847"
"(38,39]","2","0","2","-5.0513","-10.10259","-10.10259","-13.13554","-26.27108","-26.27108"
"(39,40]","3","0","3","-6.35259","-19.05777","-19.05777","-22.09635","-66.28904","-66.28904"
"(40,41]","1","0","1","-7.65624","-7.65624","-7.65624","-31.0785","-31.0785","-31.0785"
"(41,42]","1","0","1","-8.95989","-8.95989","-8.95989","-40.06066","-40.06066","-40.06066"
"(42,43]","1","0","1","-10.26354","-10.26354","-10.26354","-49.04281","-49.04281","-49.04281"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","174","216","-42","-134.07","37.54","53.5","-8511.77","2383.63","3396.42"
"Total >20C","191","149","42","-424.07","-122.73","-107.26","-2368.55","1245.4","602.81"
"Total","365","365","0","-558.13","-85.19","-53.77","-10880.33","3629.03","3999.23"
