"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0","0","-41.43998","0","0"
"(15,16]","0","0","0","-0.60049","0","0","-38.12478","0","0"
"(16,17]","0","0","0","-0.54828","0","0","-34.80958","0","0"
"(17,18]","0","0","0","-0.49606","0","0","-31.49439","0","0"
"(18,19]","0","0","0","-0.44384","0","0","-28.17919","0","0"
"(19,20]","0","0","0","-0.39163","0","0","-24.86399","0","0"
"(20,21]","0","0","0","-0.33941","0","0","-21.54879","0","0"
"(21,22]","0","0","0","-0.28719","0","0","-18.23359","0","0"
"(22,23]","0","0","0","-0.23498","0","0","-14.91839","0","0"
"(23,24]","0","0","0","-0.18276","0","0","-11.60319","0","0"
"(24,25]","0","0","0","-0.13054","0","0","-8.288","0","0"
"(25,26]","0","0","0","-0.07833","0","0","-4.9728","0","0"
"(26,27]","0","0","0","-0.02611","0","0","-1.6576","0","0"
"(27,28]","0","0","0","0.02564","-0.02564","0","1.65333","-1.65333","0"
"(28,29]","0","2","-2","0.06561","-0.26246","0","4.85751","-19.43004","0"
"(29,30]","0","0","0","0.07169","-0.07169","0","7.75426","-7.75426","0"
"(30,31]","0","6","-6","0.02128","-0.17023","-0.04256","10.13861","-81.10891","-20.27723"
"(31,32]","1","4","-3","-0.10823","0","0.43291","11.80563","0","-47.2225"
"(32,33]","2","2","0","-0.33942","-1.01827","2.71539","12.55034","37.65101","-100.40268"
"(33,34]","2","18","-16","-0.69491","17.3727","5.55926","12.16779","-304.1947","-97.3423"
"(34,35]","10","36","-26","-1.19728","19.15644","26.34011","10.45303","-167.24843","-229.9666"
"(35,36]","3","35","-32","-1.86913","29.90608","69.15782","7.2011","-115.21755","-266.44059"
"(36,37]","14","32","-18","-2.73306","46.46209","76.52579","2.20704","-37.51971","-61.79717"
"(37,38]","22","36","-14","-3.80885","68.55932","64.75047","-4.70847","84.75255","80.04407"
"(38,39]","29","35","-6","-5.0513","0","35.35908","-13.13554","0","91.94879"
"(39,40]","22","31","-9","-6.35259","165.16737","63.52591","-22.09635","574.50503","220.96347"
"(40,41]","27","19","8","-7.65624","-15.31248","15.31248","-31.0785","-62.15701","62.15701"
"(41,42]","45","30","15","-8.95989","-250.87684","-143.3582","-40.06066","-1121.69842","-640.97053"
"(42,43]","43","26","17","-10.26354","-266.85192","-164.21657","-49.04281","-1275.11315","-784.68501"
"(43,44]","27","23","4","-11.56718","-23.13437","-80.97028","-58.02497","-116.04994","-406.17478"
"(44,45]","15","14","1","-12.87083","77.22499","-115.83748","-67.00712","402.04274","-603.06412"
"(45,46]","20","8","12","-14.17448","-155.91927","-198.44271","-75.98928","-835.88207","-1063.84991"
"(46,47]","20","4","16","-15.47813","-185.73753","-309.56255","-84.97143","-1019.65722","-1699.4287"
"(47,48]","18","3","15","-16.78178","-184.59953","-302.07196","-93.95359","-1033.48949","-1691.16462"
"(48,49]","15","1","14","-18.08542","-235.11051","-271.28136","-102.93575","-1338.16469","-1544.03618"
"(49,50]","12","0","12","-19.38907","-232.66886","-232.66886","-111.9179","-1343.01481","-1343.01481"
"(50,51]","8","0","8","-20.69272","-165.54176","-165.54176","-120.90006","-967.20045","-967.20045"
"(51,52]","6","0","6","-21.99637","-131.97821","-131.97821","-129.88221","-779.29327","-779.29327"
"(52,53]","4","0","4","-23.30002","-93.20006","-93.20006","-138.86437","-555.45747","-555.45747"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","0","0","-134.07","0","0","-8511.77","0","0"
"Total >20C","365","365","0","-424.07","-1518.63","-1849.49","-2368.55","-10082.35","-12446.68"
"Total","365","365","0","-558.13","-1518.63","-1849.49","-10880.33","-10082.35","-12446.68"
