"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(8,9]","5","14","-9","-0.96601","14.49018","3.86405","-61.33117","919.96758","245.32469"
"(9,10]","9","12","-3","-0.9138","-1.82759","7.31036","-58.01597","-116.03195","464.12779"
"(10,11]","13","17","-4","-0.86158","11.20052","1.72316","-54.70078","711.11008","109.40155"
"(11,12]","15","22","-7","-0.80936","4.04681","0.80936","-51.38558","256.92788","51.38558"
"(12,13]","20","23","-3","-0.75714","-1.51429","-1.51429","-48.07038","-96.14076","-96.14076"
"(13,14]","24","14","10","-0.70493","-3.52464","-7.04928","-44.75518","-223.7759","-447.5518"
"(14,15]","18","13","5","-0.65271","-9.13795","1.95813","-41.43998","-580.15974","124.31994"
"(15,16]","15","15","0","-0.60049","1.20099","-1.80148","-38.12478","76.24957","-114.37435"
"(16,17]","13","14","-1","-0.54828","-0.54828","-2.19311","-34.80958","-34.80958","-139.23834"
"(17,18]","7","12","-5","-0.49606","-0.49606","6.94484","-31.49439","-31.49439","440.9214"
"(18,19]","8","17","-9","-0.44384","0","5.32612","-28.17919","0","338.15025"
"(19,20]","5","18","-13","-0.39163","5.48277","3.52464","-24.86399","348.09584","223.7759"
"(20,21]","8","6","2","-0.33941","-0.33941","1.35764","-21.54879","-21.54879","86.19516"
"(21,22]","9","12","-3","-0.28719","1.72316","1.72316","-18.23359","109.40155","109.40155"
"(22,23]","12","9","3","-0.23498","-1.64483","1.64483","-14.91839","-104.42875","104.42875"
"(23,24]","12","15","-3","-0.18276","1.82759","0.54828","-11.60319","116.03195","34.80958"
"(24,25]","16","7","9","-0.13054","-0.78325","-0.39163","-8.288","-49.72798","-24.86399"
"(25,26]","13","10","3","-0.07833","-0.3133","0.07833","-4.9728","-19.89119","4.9728"
"(26,27]","9","18","-9","-0.02611","0.07833","0.07833","-1.6576","4.9728","4.9728"
"(27,28]","6","26","-20","0.02564","-0.38456","-0.12819","1.65333","-24.79994","-8.26665"
"(28,29]","8","17","-9","0.06561","-0.06561","-0.32807","4.85751","-4.85751","-24.28755"
"(29,30]","21","13","8","0.07169","0.78863","0.28678","7.75426","85.29683","31.01703"
"(30,31]","12","4","8","0.02128","0.02128","0","10.13861","10.13861","0"
"(31,32]","19","6","13","-0.10823","-0.86582","-1.62341","11.80563","94.445","177.08438"
"(32,33]","21","1","20","-0.33942","-6.10963","-6.44905","12.55034","225.90604","238.45637"
"(33,34]","10","0","10","-0.69491","-6.94908","-6.25417","12.16779","121.67788","109.51009"
"(34,35]","13","0","13","-1.19728","-15.56461","-15.56461","10.45303","135.88935","135.88935"
"(35,36]","6","0","6","-1.86913","-11.21478","-11.21478","7.2011","43.20658","43.20658"
"(36,37]","5","0","5","-2.73306","-13.66532","-13.66532","2.20704","11.03521","11.03521"
"(37,38]","5","0","5","-3.80885","-19.04426","-19.04426","-4.70847","-23.54237","-23.54237"
"(38,39]","1","0","1","-5.0513","-5.0513","-5.0513","-13.13554","-13.13554","-13.13554"
"(39,40]","1","0","1","-6.35259","-6.35259","-6.35259","-22.09635","-22.09635","-22.09635"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","158","221","-63","-134.07","59.32","35.69","-8511.77","3766.07","2265.94"
"Total >20C","207","144","63","-424.07","-83.91","-80.35","-2368.55","673.97","974.79"
"Total","365","365","0","-558.13","-24.59","-44.66","-10880.33","4440.04","3240.73"
