"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","0","0","-0.80936","0","0","-51.38558","0","0"
"(12,13]","0","0","0","-0.75714","0","0","-48.07038","0","0"
"(13,14]","0","0","0","-0.70493","0","0","-44.75518","0","0"
"(14,15]","0","0","0","-0.65271","0.65271","0","-41.43998","41.43998","0"
"(15,16]","0","0","0","-0.60049","2.40198","0","-38.12478","152.49913","0"
"(16,17]","0","1","-1","-0.54828","0.54828","2.19311","-34.80958","34.80958","139.23834"
"(17,18]","0","2","-2","-0.49606","2.97636","0.49606","-31.49439","188.96631","31.49439"
"(18,19]","0","9","-9","-0.44384","4.43843","0.44384","-28.17919","281.79187","28.17919"
"(19,20]","0","7","-7","-0.39163","6.26603","2.34976","-24.86399","397.82382","149.18393"
"(20,21]","0","17","-17","-0.33941","6.44878","5.43056","-21.54879","409.42701","344.78064"
"(21,22]","2","26","-24","-0.28719","8.61578","3.15912","-18.23359","547.00775","200.56951"
"(22,23]","5","27","-22","-0.23498","4.46454","4.93449","-14.91839","283.44947","313.28626"
"(23,24]","12","41","-29","-0.18276","8.40692","2.19311","-11.60319","533.74696","139.23834"
"(24,25]","20","40","-20","-0.13054","1.95813","2.87193","-8.288","124.31994","182.33592"
"(25,26]","23","44","-21","-0.07833","1.95813","1.72316","-4.9728","124.31994","109.40155"
"(26,27]","16","43","-27","-0.02611","0.6266","0.96601","-1.6576","39.78238","61.33117"
"(27,28]","27","41","-14","0.02564","-0.30765","-0.4102","1.65333","-19.83995","-26.45327"
"(28,29]","22","19","3","0.06561","0.65614","-0.98421","4.85751","48.5751","-72.86265"
"(29,30]","31","26","5","0.07169","2.00743","-0.35847","7.75426","217.11919","-38.77128"
"(30,31]","39","12","27","0.02128","0.70222","0.53198","10.13861","334.57426","253.46535"
"(31,32]","33","9","24","-0.10823","-2.59746","-3.24682","11.80563","283.33501","354.16877"
"(32,33]","28","0","28","-0.33942","-9.84329","-9.16445","12.55034","363.95973","338.85906"
"(33,34]","26","1","25","-0.69491","-15.98289","-18.06761","12.16779","279.85912","316.36249"
"(34,35]","36","0","36","-1.19728","-43.10199","-43.10199","10.45303","376.30898","376.30898"
"(35,36]","17","0","17","-1.86913","-31.77522","-31.77522","7.2011","122.41865","122.41865"
"(36,37]","12","0","12","-2.73306","-32.79677","-32.79677","2.20704","26.4845","26.4845"
"(37,38]","6","0","6","-3.80885","-22.85311","-22.85311","-4.70847","-28.25085","-28.25085"
"(38,39]","8","0","8","-5.0513","-40.41038","-40.41038","-13.13554","-105.08433","-105.08433"
"(39,40]","2","0","2","-6.35259","-12.70518","-12.70518","-22.09635","-44.19269","-44.19269"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","0","19","-19","-134.07","17.28","5.48","-8511.77","1097.33","348.1"
"Total >20C","365","346","19","-424.07","-176.53","-194.06","-2368.55","3917.32","2823.4"
"Total","365","365","0","-558.13","-159.25","-188.58","-10880.33","5014.65","3171.49"
