region,decile,name
CAN.2.28.726,10,Gold River
CAN.2.28.728,9,Matsayno 5
CAN.2.28.730,9,Oclucje 7
CAN.2.28.734,10,Sayward
CAN.2.28.736,10,Tahsis
CAN.2.28.738,9,Tork 7
CAN.2.28.739,10,Tsa Xana 18
CAN.2.28.740,9,Yuquot 1
CAN.2.28.741,9,Zeballos
CAN.2.28.R1dbaeef321a9fe7a,10,Agglomeration
CAN.2.28.R2e6f2e9a6f350421,9,Agglomeration
CAN.2.28.R77f5a1d27c1c3204,9,Agglomeration
CAN.2.28.R79ec6a7ca19bdb7f,9,Agglomeration
CAN.2.28.Rda911cb3a96f8676,10,Agglomeration
CAN.2.28.Re20d7b3c7b6778f6,10,Agglomeration
CAN.2.28.Rfad6e4a6639652c3,9,Agglomeration
CAN.2.29.R2210cff5640c5348,10,Agglomeration
CAN.2.29.R259c617cb7384d30,9,Agglomeration
CAN.2.29.Rb1c6764e49f7839f,10,Agglomeration
CAN.2.30.774,10,Cranbrook
CAN.2.30.782,10,Fernie
CAN.2.30.783,10,Invermere
CAN.2.30.Rc20f39cf2a328c4b,9,Agglomeration
CAN.2.31.791,10,Fort George (Shelley) 2
CAN.2.31.799,10,Mackenzie
CAN.2.31.800,10,McBride
CAN.2.31.801,10,McLeod Lake 1
CAN.2.31.803,10,Prince George
CAN.2.31.804,10,Valemount
CAN.2.31.R71ff1746a4b71d9a,9,Agglomeration
CAN.2.31.Re57f4188257aa0aa,10,Agglomeration
CAN.2.32.813,10,Bucktum 4
CAN.2.32.R54106f31e3a8aafc,10,Agglomeration
CAN.2.33.883,10,Bowen Island
CAN.2.33.913,10,Vancouver
CAN.2.33.R753f24f3d6444a80,10,Agglomeration
CAN.2.34.921,10,Gingolx
CAN.2.34.923,10,Gitanyow 1
CAN.2.34.925,10,Gitwangak 1
CAN.2.34.926,10,Gitwinksihlkw
CAN.2.34.928,10,Guhthe Tah 12
CAN.2.34.932,10,Kispiox 1
CAN.2.34.933,10,Kitamaat 2
CAN.2.34.934,10,Kitasoo 1
CAN.2.34.938,9,Kitimat-Stikine C (Part 2)
CAN.2.34.941,10,Kitimat
CAN.2.34.943,10,Kluachon Lake 1
CAN.2.34.944,10,Kshish 4 and 4A
CAN.2.34.946,10,Laxgalts'ap
CAN.2.34.948,10,New Aiyansh
CAN.2.34.951,10,Sik-e-dakh 2
CAN.2.34.952,9,Stewart
CAN.2.34.953,10,Telegraph Creek 6
CAN.2.34.954,10,Telegraph Creek 6A
CAN.2.34.R6572daa3d903eb76,10,Agglomeration
CAN.2.34.Rb0f4fdfa5c4a30ee,10,Agglomeration
CAN.2.34.Rbbeadd1739f5c0a9,10,Agglomeration
CAN.2.34.Rc040a85dfdfc5c14,9,Agglomeration
CAN.2.34.Rc8c8ba34d66c2c46,9,Agglomeration
CAN.2.35.956,10,Fruitvale
CAN.2.35.957,10,Grand Forks
CAN.2.35.958,10,Greenwood
CAN.2.35.964,10,Midway
CAN.2.35.965,10,Montrose
CAN.2.35.966,10,Rossland
CAN.2.35.Rd05145508be6c6a8,10,Agglomeration
CAN.2.35.Rd51d7910bd555863,9,Agglomeration
CAN.2.36.970,10,Alert Bay 1A
CAN.2.36.975,10,Fort Rupert 1
CAN.2.36.978,9,Hope Island 1
CAN.2.36.979,9,Hopetown 10A
CAN.2.36.980,9,Karlukwees 1
CAN.2.36.981,10,Kippase 2
CAN.2.36.987,10,Port Alice
CAN.2.36.989,10,Port McNeill
CAN.2.36.991,10,Quatsino Subdivision 18
CAN.2.36.R1c0b549fd9604c55,9,Agglomeration
CAN.2.36.R7dbc9101cbef689f,10,Agglomeration
CAN.2.36.R9f505f59d9d74173,9,Agglomeration
CAN.2.36.Rff695a18d84e6cb8,10,Agglomeration
CAN.2.37.996,10,Nanaimo B
CAN.2.37.997,9,Nanaimo C
CAN.2.37.Raf79e6888180279b,10,Agglomeration
CAN.2.38.1012,10,Armstrong
CAN.2.38.1015,10,Enderby
CAN.2.38.1017,10,Lumby
CAN.2.38.R45a52ccc40ffc208,9,Agglomeration
CAN.2.38.R6e33085594a3166d,10,Agglomeration
CAN.2.38.R9d7f17b2eae5b346,10,Agglomeration
CAN.2.39.1028,10,Fort Nelson 2
CAN.2.39.1029,10,Fort Nelson
CAN.2.39.1030,9,Kahntah 3
CAN.2.39.1032,9,Northern Rockies B
CAN.2.39.1033,10,Prophet River 4
CAN.2.39.R126f3c230a0d8e05,9,Agglomeration
CAN.2.41.1056,10,Blueberry River 205
CAN.2.41.1057,10,Chetwynd
CAN.2.41.1058,10,Dawson Creek
CAN.2.41.1059,10,Doig River 206
CAN.2.41.1061,10,Fort St. John
CAN.2.41.1062,10,Fort Ware 1
CAN.2.41.1063,10,Halfway River 168
CAN.2.41.1070,10,Pouce Coupe
CAN.2.41.1071,10,Taylor
CAN.2.41.R07f209faa8056152,9,Agglomeration
CAN.2.41.Rca33f0b06e1f595a,10,Agglomeration
CAN.2.42.1074,9,Harwood Island 2
CAN.2.42.1075,9,Powell River A
CAN.2.42.1078,9,Powell River D
CAN.2.42.1079,9,Powell River E
CAN.2.42.R78904745d735092a,10,Agglomeration
CAN.2.42.Rc199df52c0181363,9,Agglomeration
CAN.2.43.1083,9,Dolphin Island 1
CAN.2.43.1084,9,Kulkayu (Hartley Bay) 4
CAN.2.43.1085,9,Lax Kw'alaams
CAN.2.43.1088,9,Port Clements
CAN.2.43.1089,10,Port Edward
CAN.2.43.1090,10,Prince Rupert
CAN.2.43.1093,9,Skeena-Queen Charlotte D
CAN.2.43.1094,9,Skeena-Queen Charlotte E
CAN.2.43.1095,10,Skeena-Queen Charlotte F
CAN.2.43.1096,10,Skidegate 1
CAN.2.43.R2a3ed3aedce78632,9,Agglomeration
CAN.2.43.Ra5daec889b59cd99,10,Agglomeration
CAN.2.45.1141,10,Dease Lake 9
CAN.2.45.1142,9,Five Mile  Point 3
CAN.2.45.1143,9,Good Hope Lake
CAN.2.45.1148,10,Unnamed 10
CAN.2.45.R123198e7c884e02c,9,Agglomeration
CAN.2.45.Rc18ea6e83a0507f9,10,Agglomeration
CAN.2.46.R2d18549c172d831c,10,Agglomeration
CAN.2.46.R759b0c27510b94c3,9,Agglomeration
CAN.2.Rf350b540d74ba255,9,Agglomeration
CAN.3.48.1261,10,Lac du Bonnet
CAN.3.48.R05e54cd9ccb1c0cc,9,Agglomeration
CAN.3.48.R38ce6bbb388f19e4,10,Agglomeration
CAN.3.49,10,Division No. 10
CAN.3.50.1275,10,Headingley
CAN.3.50.1276,10,Winnipeg
CAN.3.51.1277,10,Beausejour
CAN.3.51.1279,10,Garson
CAN.3.51.Rf8347d9149a4899b,10,Agglomeration
CAN.3.52,10,Division No. 13
CAN.3.53.1290,10,Stonewall
CAN.3.53.1291,10,Teulon
CAN.3.53.R4f491b53105d18a9,10,Agglomeration
CAN.3.54,10,Division No. 15
CAN.3.55.1320,10,Binscarth
CAN.3.55.1324,10,Roblin
CAN.3.55.1325,10,Rossburn Town
CAN.3.55.1327,10,Russell Town
CAN.3.55.R3d93ed75bc46299a,10,Agglomeration
CAN.3.56.1335,10,Dauphin City
CAN.3.56.1339,10,Ethelbert Village
CAN.3.56.1341,10,Gilbert Plains Town
CAN.3.56.1343,10,Grandview Town
CAN.3.56.1346,10,McCreary Village
CAN.3.56.1350,10,Ste. Rose du Lac
CAN.3.56.1352,10,Winnipegosis
CAN.3.56.R724e590596e78519,10,Agglomeration
CAN.3.57.1353,10,Arborg
CAN.3.57.1357,9,"Division No. 18, Unorganized, East Part"
CAN.3.57.1358,9,"Division No. 18, Unorganized, West Part"
CAN.3.57.1363,10,Gimli Town
CAN.3.57.1367,10,Riverton
CAN.3.57.1370,10,Winnipeg Beach
CAN.3.57.R379e0742693611f0,10,Agglomeration
CAN.3.58.1371,10,Berens River 13
CAN.3.58.1372,10,Black River 9
CAN.3.58.1373,10,Bloodvein 12
CAN.3.58.1374,10,Chemawawin 3
CAN.3.58.1375,10,Crane River 51
CAN.3.58.1376,10,Dauphin River 48A
CAN.3.58.1377,9,"Division No. 19, Unorganized"
CAN.3.58.1378,10,Fisher River 44
CAN.3.58.1380,10,Fort Alexander 3
CAN.3.58.1381,10,Hole or Hollow Water 10
CAN.3.58.1382,10,Jackhead 43
CAN.3.58.1383,10,Little Grand Rapids 14
CAN.3.58.1384,10,Pauingassi First Nation
CAN.3.58.1386,10,Pine Creek 66A
CAN.3.58.1387,10,Poplar River 16
CAN.3.58.1388,10,Shoal River Indian Reserve 65A
CAN.3.58.1389,9,Swan Lake 65C
CAN.3.58.1390,10,The Narrows 49
CAN.3.58.1391,10,Waterhen 45
CAN.3.58.Rc5458e4ebbf581b1,10,Agglomeration
CAN.3.59.1396,10,Niverville
CAN.3.59.1400,10,St-Pierre-Jolys
CAN.3.59.1401,10,Ste. Anne Town
CAN.3.59.1403,10,Steinbach
CAN.3.59.Rb5e40036bbdd1cde,10,Agglomeration
CAN.3.60.1405,10,Benito
CAN.3.60.1406,10,Bowsman
CAN.3.60.1407,9,"Division No. 20, Unorganized, North Part"
CAN.3.60.1408,9,"Division No. 20, Unorganized, South Part"
CAN.3.60.1409,10,Minitonas Town
CAN.3.60.1413,10,Swan River Town
CAN.3.60.R245ffb6e47726a2a,10,Agglomeration
CAN.3.61.1415,10,Chemawawin 2
CAN.3.61.1416,9,"Division No. 21, Unorganized"
CAN.3.61.1417,10,Flin Flon (Part)
CAN.3.61.1418,10,Grand Rapids 33
CAN.3.61.1419,10,Grand Rapids
CAN.3.61.1421,10,Kelsey (Cranberry Portage)
CAN.3.61.1422,10,Kelsey (Wanless)
CAN.3.61.1423,10,Moose Lake 31A
CAN.3.61.1428,10,Opaskwayak Cree Nation 21I
CAN.3.61.1429,9,Snow Lake
CAN.3.61.Rbc1c437bcdf7bd4d,10,Agglomeration
CAN.3.61.Re55fec1c0c49a811,10,Agglomeration
CAN.3.62.1431,10,Cross Lake 19
CAN.3.62.1437,10,Garden Hill First Nation
CAN.3.62.1438,10,God's Lake 23
CAN.3.62.1439,10,God's River 86A
CAN.3.62.1440,10,Ilford
CAN.3.62.1442,10,Nelson House 170
CAN.3.62.1446,10,Norway House 17
CAN.3.62.1447,10,Oxford House 24
CAN.3.62.1448,10,Red Sucker Lake 1976
CAN.3.62.1449,10,Split Lake 171
CAN.3.62.1451,10,Thompson
CAN.3.62.1453,10,York Landing
CAN.3.62.R6e11469f94116a23,10,Agglomeration
CAN.3.62.R876baadbe46ea033,10,Agglomeration
CAN.3.62.Rad867304d09a475e,9,Agglomeration
CAN.3.63.1454,9,Brochet 197
CAN.3.63.1455,10,Churchill 1
CAN.3.63.1456,10,Churchill
CAN.3.63.1458,10,Fox Lake 2
CAN.3.63.1461,9,Granville Lake
CAN.3.63.1463,10,Lac Brochet 197A
CAN.3.63.1464,9,Leaf Rapids
CAN.3.63.1465,9,Lynn Lake
CAN.3.63.1466,10,Pukatawagan 198
CAN.3.63.1467,10,Shamattawa 1
CAN.3.63.1468,10,South Indian Lake
CAN.3.63.R5048d336fc68e6c6,9,Agglomeration
CAN.3.63.Rc52be8a2f0b73a16,10,Agglomeration
CAN.3.64.1469,10,Altona
CAN.3.64.1470,10,Carman
CAN.3.64.1473,10,Gretna
CAN.3.64.1475,10,Morden
CAN.3.64.1476,10,Morris Town
CAN.3.64.1478,10,Plum Coulee
CAN.3.64.1483,10,Winkler
CAN.3.64.Rca11e82bf191ee19,10,Agglomeration
CAN.3.65.1485,10,Cartwright
CAN.3.65.1486,10,Crystal City
CAN.3.65.1489,10,Manitou
CAN.3.65.1491,10,Pilot Mound
CAN.3.65.1493,10,Somerset
CAN.3.65.Rc30c10661133cfec,10,Agglomeration
CAN.3.66.1497,10,Boissevain
CAN.3.66.1500,10,Deloraine
CAN.3.66.1502,10,Hartney
CAN.3.66.1503,10,Killarney
CAN.3.66.1504,10,Melita
CAN.3.66.1509,10,Waskada
CAN.3.66.R9ce0972e3c039647,10,Agglomeration
CAN.3.67.1512,10,Canupawakpa Dakota First Nation (Oak Lake 59)
CAN.3.67.1513,10,Elkhorn
CAN.3.67.1514,10,Oak Lake
CAN.3.67.1517,10,Sioux Valley 58
CAN.3.67.1518,10,Virden
CAN.3.67.Rdd95639d9231acdf,10,Agglomeration
CAN.3.68.1521,10,Brandon
CAN.3.68.1522,10,Carberry
CAN.3.68.1526,10,Glenboro
CAN.3.68.1530,10,Rivers
CAN.3.68.1531,10,Souris
CAN.3.68.1533,10,Wawanesa
CAN.3.68.Ra6bb80acefbb26ae,10,Agglomeration
CAN.3.69.1535,10,Gladstone
CAN.3.69.1540,10,MacGregor
CAN.3.69.1542,10,Notre Dame de Lourdes
CAN.3.69.1543,10,Sandy Bay 5
CAN.3.69.Rd5516b0a1feb5f83,10,Agglomeration
CAN.3.70.1553,10,Portage la Prairie
CAN.3.70.1554,10,St. Claude
CAN.3.70.R8095872f3197421a,10,Agglomeration
CAN.4,10,New Brunswick
CAN.5,9,Newfoundland and Labrador
CAN.6.97.2213,9,Detah
CAN.6.97.2214,9,Enterprise
CAN.6.97.2215,10,Fort Liard
CAN.6.97.2216,9,Fort Providence
CAN.6.97.2217,9,Fort Resolution
CAN.6.97.2218,10,Fort Simpson
CAN.6.97.2220,10,Fort Smith
CAN.6.97.2221,10,Hay River Dene 1
CAN.6.97.2222,10,Hay River
CAN.6.97.2223,9,Jean Marie River
CAN.6.97.2224,9,Kakisa
CAN.6.97.2225,10,Lutselk'e
CAN.6.97.2226,9,Nahanni Butte
CAN.6.97.2227,10,Rae-Edzo
CAN.6.97.2228,10,Rae Lakes
CAN.6.97.2231,9,Trout Lake
CAN.6.97.2232,9,Wekweti
CAN.6.97.2233,10,Wha Ti
CAN.6.97.2234,9,Wrigley
CAN.6.97.2235,10,Yellowknife
CAN.6.97.R99cfadeab175fd9c,9,Agglomeration
CAN.6.98.2236,10,Aklavik
CAN.6.98.2237,9,Colville Lake
CAN.6.98.2238,10,Dline
CAN.6.98.2239,10,Fort Good Hope
CAN.6.98.2240,10,Fort McPherson
CAN.6.98.2241,9,Holman
CAN.6.98.2242,9,"Inuvik, Unorganized"
CAN.6.98.2243,10,Inuvik
CAN.6.98.2244,10,Norman Wells
CAN.6.98.2245,9,Paulatuk
CAN.6.98.2246,9,Sachs Harbour
CAN.6.98.2247,10,Tsiigehtchic
CAN.6.98.2248,10,Tuktoyaktuk
CAN.6.98.2249,9,Tulita
CAN.7.100.2260,10,Antigonish
CAN.7.100.2261,10,Pomquet And Afton 23
CAN.7.100.R31245a010c89aa7e,10,Agglomeration
CAN.7.101,10,Cape Breton
CAN.7.102.2270,10,Stewiacke
CAN.7.102.R4e3169a63d00a6e2,10,Agglomeration
CAN.7.102.R603247989d2d17db,10,Agglomeration
CAN.7.103.2272,10,Amherst
CAN.7.103.2277,10,Oxford
CAN.7.103.2278,10,Parrsboro
CAN.7.103.2279,10,Springhill
CAN.7.103.Rbb9785d04ad3f4f4,10,Agglomeration
CAN.7.105.2283,10,Canso
CAN.7.105.2285,10,Mulgrave
CAN.7.105.R4b1a35875a053e8f,9,Agglomeration
CAN.7.106.2289,10,Sheet Harbour 36
CAN.7.106.R36edf913fa7906f0,10,Agglomeration
CAN.7.107.2292,10,Hantsport
CAN.7.107.2293,10,Indian Brook 14
CAN.7.107.2295,10,Windsor
CAN.7.107.Rd55df9266d012c06,10,Agglomeration
CAN.7.108.2299,10,Port Hawkesbury
CAN.7.108.R6c6b6af9fc4230aa,10,Agglomeration
CAN.7.109,10,Kings
CAN.7.110.2310,10,Bridgewater
CAN.7.110.2313,10,Lunenburg Town
CAN.7.110.2315,10,Mahone Bay
CAN.7.110.2317,10,Pennal 19
CAN.7.110.Rbbe5bb6355e3a5dc,10,Agglomeration
CAN.7.111.2319,10,Merigomish Harbour 31
CAN.7.111.2324,10,Pictou
CAN.7.111.R83a41c57cf6f0cc2,10,Agglomeration
CAN.7.111.Rc0ed231ac2f45d18,10,Agglomeration
CAN.7.113.2330,10,Chapel Island 5
CAN.7.113.2333,10,"Richmond, Subd. C"
CAN.7.113.R9398f523a26e87bc,10,Agglomeration
CAN.7.114.2335,10,Clark's Harbour
CAN.7.114.2336,10,Lockeport
CAN.7.114.2337,10,Shelburne Town
CAN.7.114.R1de85bc1c785a120,10,Agglomeration
CAN.7.115.2341,10,Wagmatcook 1
CAN.7.115.R8fb9bdb8591514ba,10,Agglomeration
CAN.7.116.2344,10,Yarmouth Town
CAN.7.116.Rb4c85307ce00abf1,10,Agglomeration
CAN.7.99.2250,10,Annapolis Royal
CAN.7.99.2256,10,Bridgetown
CAN.7.99.2257,10,Middleton
CAN.7.99.Rf2cb9622ac852758,10,Agglomeration
CAN.7.R50e01cd0925a7ede,10,Agglomeration
CAN.8.117.2346,9,Arctic Bay
CAN.8.117.2347,9,"Baffin, Unorganized"
CAN.8.117.2348,10,Cape Dorset
CAN.8.117.2349,10,Clyde River
CAN.8.117.2350,9,Grise Fiord
CAN.8.117.2351,10,Hall Beach
CAN.8.117.2352,10,Igloolik
CAN.8.117.2353,10,Iqaluit
CAN.8.117.2354,10,Kimmirut
CAN.8.117.2355,9,Nanisivik
CAN.8.117.2356,10,Pangnirtung
CAN.8.117.2357,9,Pond Inlet
CAN.8.117.2358,9,Qikiqtarjuaq
CAN.8.117.2359,10,Resolute
CAN.8.117.2360,10,Sanikiluaq
CAN.8.118.2361,10,Arviat
CAN.8.118.2362,10,Baker Lake
CAN.8.118.2363,9,Chesterfield Inlet
CAN.8.118.2364,9,Coral Harbour
CAN.8.118.2365,9,"Keewatin, Unorganized"
CAN.8.118.2366,10,Rankin Inlet
CAN.8.118.2367,9,Repulse Bay
CAN.8.118.2368,9,Whale Cove
CAN.8.119.2369,9,Bathurst Inlet
CAN.8.119.2370,10,Cambridge Bay
CAN.8.119.2371,10,Gjoa Haven
CAN.8.119.2372,9,"Kitikmeot, Unorganized"
CAN.8.119.2373,10,Kugaaruk
CAN.8.119.2374,9,Kugluktuk
CAN.8.119.2375,10,Taloyoak
CAN.8.119.2376,9,Umingmaktok
CAN.9.121.2411,10,Brantford
CAN.9.121.R9776222b55cea404,10,Agglomeration
CAN.9.124.2431,10,Cochrane
CAN.9.124.2432,10,Constance Lake 92
CAN.9.124.2433,10,Factory Island 1
CAN.9.124.2434,9,Fauquier-Strickland
CAN.9.124.2436,10,Fort Albany (Part) 67
CAN.9.124.2437,10,Hearst
CAN.9.124.2439,10,Kapuskasing
CAN.9.124.2441,10,Moonbeam
CAN.9.124.2443,10,Moosonee
CAN.9.124.2445,10,New Post 69A
CAN.9.124.2447,10,Smooth Rock Falls
CAN.9.124.R508f8a0a191e068f,9,Agglomeration
CAN.9.124.R5b5abb4ac4985f65,10,Agglomeration
CAN.9.124.Ra786500f39bfcb03,10,Agglomeration
CAN.9.124.Rcc4f288a8c29fe23,9,Agglomeration
CAN.9.125.2456,10,Orangeville
CAN.9.125.2457,10,Shelburne
CAN.9.125.Rb2098ac211efd890,10,Agglomeration
CAN.9.126.R91177294b53b9ecf,10,Agglomeration
CAN.9.126.Rd0242268b0e98077,10,Agglomeration
CAN.9.127.2467,10,Aylmer
CAN.9.127.2473,10,St. Thomas
CAN.9.127.Rce6d2e41002efa45,10,Agglomeration
CAN.9.128.2481,9,Pelee
CAN.9.128.R2f84ee98f3230e4a,10,Agglomeration
CAN.9.129.2485,10,Frontenac Islands
CAN.9.129.2486,10,Kingston
CAN.9.129.R88969d1115c235c2,10,Agglomeration
CAN.9.130.2489,10,Greater Sudbury
CAN.9.130.2490,10,Wahnapitei 11
CAN.9.131.2496,10,Hanover
CAN.9.131.2497,10,Owen Sound
CAN.9.131.R18e4398d28680111,10,Agglomeration
CAN.9.134.R44e5cda2449e1e23,10,Agglomeration
CAN.9.134.R6a56305a97546fbe,10,Agglomeration
CAN.9.135.2512,10,Hamilton
CAN.9.137.2533,10,Goderich
CAN.9.137.R7cd6a7ae8e78dfbe,10,Agglomeration
CAN.9.139.2540,10,Attawapiskat 91A
CAN.9.139.2541,9,Bearskin Lake
CAN.9.139.2542,10,Cat Lake 63C
CAN.9.139.2543,10,Deer Lake
CAN.9.139.2544,10,Dryden
CAN.9.139.2546,10,Ear Falls
CAN.9.139.2547,10,English River 21
CAN.9.139.2549,9,Fort Hope 64
CAN.9.139.2550,9,Fort Severn 89
CAN.9.139.2551,10,Ignace
CAN.9.139.2552,10,Islington 29
CAN.9.139.2554,9,Kee-Way-Win
CAN.9.139.2555,10,Kenora 38B
CAN.9.139.2557,10,Kenora
CAN.9.139.2558,10,Kingfisher Lake 1
CAN.9.139.2562,9,Lake Of The Woods 37
CAN.9.139.2566,9,Marten Falls 65
CAN.9.139.2567,9,Muskrat Dam Lake
CAN.9.139.2569,10,North Spirit Lake
CAN.9.139.2570,9,Northwest Angle 33B
CAN.9.139.2571,10,Osnaburgh 63B
CAN.9.139.2572,10,Peawanuck
CAN.9.139.2573,10,Pickle Lake
CAN.9.139.2574,10,Pikangikum 14
CAN.9.139.2575,10,Poplar Hill
CAN.9.139.2576,10,Rat Portage 38A
CAN.9.139.2577,10,Red Lake
CAN.9.139.2578,10,Sabaskong Bay 35D
CAN.9.139.2579,10,Sachigo Lake 1
CAN.9.139.2581,10,Sandy Lake 88
CAN.9.139.2582,10,Shoal Lake (Part) 39A
CAN.9.139.2586,9,Sioux Narrows Nestor Falls
CAN.9.139.2587,10,Slate Falls
CAN.9.139.2588,9,Summer Beaver
CAN.9.139.2589,9,The Dalles 38C
CAN.9.139.2590,9,Wabauskang 21
CAN.9.139.2591,9,Wabigoon Lake 27
CAN.9.139.2593,9,Wapekeka 2
CAN.9.139.2594,9,Wawakapewin (Long Dog Lake)
CAN.9.139.2595,10,Weagamow Lake 87
CAN.9.139.2596,10,Webequie
CAN.9.139.2600,10,Wunnumin 1
CAN.9.139.R3873926f981170cb,10,Agglomeration
CAN.9.139.R48c4106f419e457c,10,Agglomeration
CAN.9.139.R55df637a2c682268,9,Agglomeration
CAN.9.139.R721020ed2e256ff7,10,Agglomeration
CAN.9.139.Rd2203a959a7bf75f,9,Agglomeration
CAN.9.139.Rd7ef85466c1c53c1,10,Agglomeration
CAN.9.145.2622,10,Carleton Place
CAN.9.145.2627,10,Perth
CAN.9.145.2628,10,Smiths Falls
CAN.9.145.Rff7457ffee0b0ba4,10,Agglomeration
CAN.9.146.2631,10,Brockville
CAN.9.146.2635,10,Gananoque
CAN.9.146.2639,10,Prescott
CAN.9.146.R4c73c6b0410729c5,10,Agglomeration
CAN.9.147.2642,9,Addington Highlands
CAN.9.147.R0cae94765062ceda,10,Agglomeration
CAN.9.148.2647,9,Barrie Island
CAN.9.148.2653,10,Gore Bay
CAN.9.148.R4e0ce2d21031eafa,9,Agglomeration
CAN.9.148.Rbbea866f149de3d3,9,Agglomeration
CAN.9.148.Rd02357429ca755ba,9,Agglomeration
CAN.9.149.2669,10,London
CAN.9.149.R1cdff64a5b3a1ef3,10,Agglomeration
CAN.9.152.2704,10,Mattawa
CAN.9.152.2708,9,"Nipissing, Unorganized, South Part"
CAN.9.152.2711,9,South Algonquin
CAN.9.152.R09ee56bbcbb09bbd,10,Agglomeration
CAN.9.153.2718,10,Cobourg
CAN.9.153.R7a9b4d5f5a88678a,10,Agglomeration
CAN.9.154.2722,10,Ottawa
CAN.9.155.2725,10,Ingersoll
CAN.9.155.2728,10,Tillsonburg
CAN.9.155.2729,10,Woodstock
CAN.9.155.R10567f09bd3096e1,10,Agglomeration
CAN.9.157.2763,10,Caledon
CAN.9.157.R1505f0c40193edc2,10,Agglomeration
CAN.9.158.2768,10,St. Marys
CAN.9.158.2769,10,Stratford
CAN.9.158.Ra3cb81fd3c668887,10,Agglomeration
CAN.9.159.2780,10,Peterborough
CAN.9.159.R125a6b2720d89e40,10,Agglomeration
CAN.9.160.2783,10,Casselman
CAN.9.160.2787,10,Hawkesbury
CAN.9.160.Rdc98a459124e01bf,10,Agglomeration
CAN.9.162.2793,10,Atikokan
CAN.9.162.2794,10,Big Grassy River 35G
CAN.9.162.2795,10,Big Island Mainland 93
CAN.9.162.2797,10,Couchiching 16A
CAN.9.162.2806,9,Neguaguon Lake 25D
CAN.9.162.2807,10,Rainy Lake 17A
CAN.9.162.2809,10,Rainy Lake 18C
CAN.9.162.2810,10,Rainy Lake 26A
CAN.9.162.2812,10,Rainy River
CAN.9.162.2814,10,Seine River 23A
CAN.9.162.R01bf0d470ceca5ea,9,Agglomeration
CAN.9.162.R55178361357df6a0,10,Agglomeration
CAN.9.162.R75ae171fc1826764,10,Agglomeration
CAN.9.163.2817,10,Arnprior
CAN.9.163.2830,10,Pembroke
CAN.9.163.2833,10,Renfrew
CAN.9.163.Rb769d8844fdb8b0d,10,Agglomeration
CAN.9.165.2855,10,Akwesasne (Part) 59
CAN.9.165.2856,10,Cornwall
CAN.9.165.Re3347dba3cb97fa0,10,Agglomeration
CAN.9.166.2864,10,Chapleau 74A
CAN.9.166.2867,10,Duck Lake 76B
CAN.9.166.2868,10,Espanola
CAN.9.166.2871,9,Mattagami 71
CAN.9.166.R9724390f1d0f5bdd,10,Agglomeration
CAN.9.166.Ra8484543d2a8649f,10,Agglomeration
CAN.9.166.Rd6d5b36a3bfde4b6,9,Agglomeration
CAN.9.166.Re98fd19034a042bc,10,Agglomeration
CAN.9.167.2879,10,Aroland 83
CAN.9.167.2886,10,Gull River 55
CAN.9.167.2888,10,Lake Helen 53A
CAN.9.167.2889,10,Long Lake 58
CAN.9.167.2890,10,Manitouwadge
CAN.9.167.2891,10,Marathon
CAN.9.167.2895,10,Ojibway Nation of Saugeen (Savant Lake)
CAN.9.167.2897,9,Osnaburgh 63A
CAN.9.167.2898,10,Pays Plat 51
CAN.9.167.2899,10,Pic Mobert North
CAN.9.167.2900,10,Pic Mobert South
CAN.9.167.2901,10,Pic River 50
CAN.9.167.2903,10,Rocky Bay 1
CAN.9.167.2909,10,Thunder Bay
CAN.9.167.2910,10,Whitesand
CAN.9.167.R165c5f5e83a6e90b,10,Agglomeration
CAN.9.167.R6d258cdab1faac40,9,Agglomeration
CAN.9.167.Rb7ace821dfbce59c,10,Agglomeration
CAN.9.167.Rdb967d77a58e8089,9,Agglomeration
CAN.9.167.Rdcd64f96b97f544a,10,Agglomeration
CAN.9.167.Redba2d304400ae89,10,Agglomeration
CAN.9.168,9,Timiskaming
CAN.9.169.2940,10,Toronto
CAN.9.170.R0d167ed3dc0dcfb7,10,Agglomeration
CAN.9.170.R4b6731ea6dd11b49,10,Agglomeration
CAN.9.171.2951,10,Guelph
CAN.9.171.Rf9f3b082c2e25fb0,10,Agglomeration
CAN.9.172.R7dfb535e3022bbff,10,Agglomeration
CAN.9.172.Rd348284c6448b024,10,Agglomeration
CAN.9.Re3b801d78a09c2bd,10,Agglomeration
CAN.9.Re9fa4a687a229120,10,Agglomeration
CCK,6,Cocos Islands
CHE.1,10,Aargau
CHE.26,10,Zrich
CHE.6,10,Bern
CHE.R2b4032687d263938,10,Agglomeration
CHE.R32f3b44bad1ec13f,10,Agglomeration
CHE.R4c85fe9e78078f39,10,Agglomeration
CHE.R893aaca90ea4248b,10,Agglomeration
CHE.R9aeb357984866f15,10,Agglomeration
CHE.Radd4c8e364f69f60,10,Agglomeration
CHE.Rfd44069d6a408cc4,10,Agglomeration
CHL.10.34,8,Cauquenes
CHL.10.35.208,8,Curico
CHL.10.35.213,8,Romeral
CHL.10.35.Ra8d04e08a1e67dad,8,Agglomeration
CHL.10.36.217,8,Colbun
CHL.10.36.219,8,Longavi
CHL.10.36.223,9,Villa Alegre
CHL.10.36.R5c0058cc00596aa0,8,Agglomeration
CHL.10.37.228,9,Maule
CHL.10.37.230,8,Pencahue
CHL.10.37.232,8,San Clemente
CHL.10.37.R96d1c822cf34d6dc,8,Agglomeration
