"region","diff_dis_p","SD"
"AGO.9.69",1.43559280630431,1.6323671294008
"AGO.9.70",1.49807115221436,1.60814294649276
"AGO.9.71",0.940357307273835,1.28961675029431
"AGO.9.72",1.2949698976481,1.58747945199505
"AGO.9.73",0.860693309063895,1.35605955736041
"AGO.9.74",1.05305874449404,1.43116714358853
"AGO.9.75",1.38504112529059,1.61287747645212
"AGO.9.76",1.52738976962683,1.50098701719989
"AGO.9.77",0.862103438571377,1.36461689873941
"AGO.9.78",0.91818116584706,1.32662867207594
"AIA",1.8691599766775,1.39305109522459
"ALA.Ree1987c3c19cbe0d",0.421873192461481,3.02560374890897
"ALB.1.1.1",0.468824314172902,1.46706151263441
"ALB.1.1.Rc71f5ca05c59cbbc",0.483238460102224,1.46773856954246
"ALB.1.2.14",0.59937141029081,1.60534453728281
"ALB.1.2.Rae57516b5c5112db",0.59937141029081,1.60534453728281
"ALB.1.3.18",0.34551741787271,1.71475893025126
"ALB.1.3.Rbb73513d6edc5fb4",0.332000329262691,1.79139464979156
"ALB.R03f935dfb8f93f22",0.367076489400996,1.65028333789713
"ALB.R78655fa8b5193657",0.437341925148549,1.51920527759066
"AND.Ra5cc0db7a54d1bb3",0.411584571093648,2.94082506862161
"ARE.1",15.5717822118122,3.21348901702435
"ARE.2",17.3679252879207,3.68061908189116
"ARE.3",16.9463167148185,3.57481004277773
"ARE.4",16.387638765557,3.37362630525209
"ARE.5",11.7302062586138,2.45916542088505
"ARE.6",17.6365101340933,3.62815181213542
"ARE.7",17.1697251942544,3.62090889632554
"ARE.8",19.4221770990724,4.15193812253714
"ARG.1.1",0.751887315293083,1.39478681612644
"ARG.1.10",0.610782768324969,1.34724061706861
"ARG.1.103",0.772362096930343,1.38633903168451
"ARG.1.107",0.418680979275022,1.56081280474539
"ARG.1.108",0.575976268328453,1.19844435856825
"ARG.1.109",0.573320363696243,1.20796265086972
"ARG.1.11",0.37544886626589,1.65015997042355
"ARG.1.110",0.564338525571625,1.21281915737729
"ARG.1.111",0.822109215840641,1.43889465916123
"ARG.1.112",0.80788572925284,1.46684757351624
"ARG.1.113",0.49198286573309,1.25133737873651
"ARG.1.115",0.423260957146348,1.54284276469203
"ARG.1.117",0.573070144779041,1.2082614169036
"ARG.1.118",0.375771059575485,1.46054462567583
"ARG.1.119",0.466771210722012,1.47806881249118
"ARG.1.121",0.437177968324964,1.51507292202335
"ARG.1.122",0.560996792087115,1.22200521066295
"ARG.1.125",0.531721141369928,1.22600101526311
"ARG.1.126",0.304186776289737,1.31344308694284
"ARG.1.127",0.614122689746082,1.35272767254039
"ARG.1.14",0.465726505214434,1.25447275243432
"ARG.1.18",0.459025657263424,1.26423536971142
"ARG.1.20",0.587370268377833,1.24501585396664
"ARG.1.25",0.415715383114186,1.32199077467003
"ARG.1.28",0.753049282594204,1.44026566931466
"ARG.1.29",0.730199892359597,1.38705322184569
"ARG.1.30",0.592530239434697,1.33374493560322
"ARG.1.31",0.454071397441699,1.44558981129726
"ARG.1.32",0.473223763720637,1.44274478871822
"ARG.1.34",0.606122513633295,1.34859218379592
"ARG.1.35",0.404746155169395,1.35355391992624
"ARG.1.37",0.653051285311144,1.44829985009718
"ARG.1.38",0.528448462542836,1.23648597294188
"ARG.1.4",0.485212518192021,1.25228786488528
"ARG.1.40",0.482456683847127,1.25224957803693
"ARG.1.41",0.309530874192921,1.36605641450135
"ARG.1.45",0.420007043910786,1.35766819127045
"ARG.1.46",0.359267092889042,1.59213885610084
"ARG.1.49",0.36017537850214,1.58495717396246
"ARG.1.52",0.307497287111123,1.35241568853276
"ARG.1.53",0.674993122148786,1.45112829102837
"ARG.1.54",0.561058027588626,1.22206530676095
"ARG.1.55",0.581955173334776,1.21809085425868
"ARG.1.58",0.662305156151458,1.37711859981167
"ARG.1.60",0.714625897856482,1.44285776732861
"ARG.1.62",0.561034853775789,1.22414820976166
"ARG.1.63",0.48390786625819,1.23827832822481
"ARG.1.64",0.489258080109325,1.23969094153728
"ARG.1.69",0.389485008076978,1.6339346388147
"ARG.1.7",0.489258080109325,1.23969094153728
"ARG.1.71",0.486341818217102,1.24876755795797
"ARG.1.72",0.727298203631029,1.42479493210336
"ARG.1.73",0.408659843955997,1.31109137925704
"ARG.1.74",0.390233342983557,1.41820584368542
"ARG.1.75",0.360794479488231,1.66273812417633
"ARG.1.76",0.667983746218453,1.48015647416562
"ARG.1.77",0.76012340805125,1.42924198898929
"ARG.1.78",0.577391564325307,1.22181986196875
"ARG.1.79",0.493325657606984,1.37683284148201
"ARG.1.81",0.657220834700261,1.4703819564583
"ARG.1.82",0.560996792087115,1.22200521066295
"ARG.1.84",0.381167942358508,1.64613677575141
"ARG.1.86",0.505473790668618,1.37063812742183
"ARG.1.87",0.451799880471627,1.39870311587823
"ARG.1.89",0.859263096709532,1.53713824701289
"ARG.1.9",0.490793094952413,1.37853895302901
"ARG.1.90",0.768428796550016,1.49085330052027
"ARG.1.91",0.470078596235716,1.29658102597997
"ARG.1.92",0.6722791737392,1.42351993172121
"ARG.1.94",0.641377152362355,1.39903225550004
"ARG.1.95",0.486831547620666,1.24192494504333
"ARG.1.R04175599c3d46818",0.731646610948914,1.44156718166169
"ARG.1.R084bd7faeecc8d03",0.44462743173468,1.28692392769949
"ARG.1.R312bac5c91f2da21",0.448198267527752,1.39569377988217
"ARG.1.R51418060ce459e89",0.82317616018341,1.46147239137479
"ARG.1.R6000f0382252ce15",0.511023445882516,1.44192548710708
"ARG.1.R6092d69a0dd069d1",0.493255330694933,1.23128168706706
"ARG.1.R61994858163dacea",0.658261853008427,1.28175840378676
"ARG.1.R658f95be021ea8b8",0.4453979053344,1.50221663718977
"ARG.1.R7f7810e5d8a3a2aa",0.798478357529967,1.49102286616461
"ARG.1.R8405d4065a331296",0.698829538239092,1.3951884433184
"ARG.1.R8940fe4d3279c26f",0.30331382415131,1.29901232883974
"ARG.1.R8955ae8f5ff84b31",0.704990073580478,1.49035375414647
"ARG.1.Rac59d1ebf79afd25",0.727900820947867,1.40727645897867
"ARG.1.Race0fd6ccecef4f0",0.582733398697962,1.30503110661969
"ARG.1.Rb3f795930621312a",0.508917587961332,1.4049676446128
"ARG.1.Rc4b16d73e1da6d85",0.819017187831154,1.53210065818699
"ARG.1.Rcf80ad3a103c7b1e",0.646276882353155,1.27895500094035
"ARG.10.262",0.728457366702965,1.13928786726897
"ARG.10.263",0.316764353090376,1.47681255228678
"ARG.10.264",1.71359250860327,1.79744423953564
"ARG.10.265",0.317008137848429,1.64708607198483
"ARG.10.266",2.74815835148765,1.18092962634477
"ARG.10.267",1.27061704695005,1.37517410490891
"ARG.10.268",0.315978458337374,1.72369527504577
"ARG.10.269",0.555070253636929,1.23622987130793
"ARG.10.270",2.83087195597796,1.21064393209524
"ARG.10.271",3.07493237900461,1.37414539542501
"ARG.10.272",0.315523935245341,1.49246298230828
"ARG.10.273",0.319168338945107,1.91453010067094
"ARG.10.274",0.313324662662962,1.46827186745656
"ARG.10.275",0.313590303809737,1.48145827919029
"ARG.10.276",0.314359164918494,1.45077559460367
"ARG.10.277",0.353388787200196,1.55877762535402
"ARG.11.279",0.891913698233587,1.59382231882859
"ARG.11.280",0.958166841712595,1.60862408841443
"ARG.11.282",1.43683559709321,1.67812193021839
"ARG.11.284",0.977963854060995,1.62135510215282
"ARG.11.286",1.14943536810555,1.65277215368314
"ARG.11.288",0.814539185394828,1.43168008597758
"ARG.11.289",1.06140687995113,1.68479497753681
"ARG.11.290",1.23023334721499,1.67680839314715
"ARG.11.291",1.11416319570165,1.63057620601834
"ARG.11.292",0.947648361731252,1.54686744391244
"ARG.11.293",1.00839094380583,1.63703561482264
"ARG.11.296",1.09203500834138,1.53283064734005
"ARG.11.299",1.01843861428774,1.68204605172413
"ARG.11.Rd8ee571614dae95d",0.96571694164593,1.59774951822604
"ARG.12.300",3.38337958417348,1.63810994714611
"ARG.12.301",3.43293011502258,1.82287113693335
"ARG.12.304",1.72566575825516,1.6645871342649
"ARG.12.305",0.657320335817048,1.3848681835985
"ARG.12.310",0.290158005976308,1.34012929187995
"ARG.12.313",3.0678197754484,1.98428707564761
"ARG.12.317",0.190315046677342,0.880205452673342
"ARG.12.R3172cf0818acc5fc",0.613033999126275,1.37522579143021
"ARG.12.R7657a2dc6074f435",3.77545746480924,1.89240098334963
"ARG.12.Rb20b1b581d2782cb",0.718724311781171,1.20944178499364
"ARG.12.Rc626480f11929e00",3.19505692412703,1.98970774178043
"ARG.13.318",0.548175181768611,1.23358163220125
"ARG.13.319",1.46622013876898,1.60445081849949
"ARG.13.320",0.548175181768611,1.23358163220125
"ARG.13.321",0.590799281794768,1.22667345205826
"ARG.13.322",1.26018966879881,1.45918746269218
"ARG.13.323",2.09276523220791,1.78649187742575
"ARG.13.324",0.356063327749045,1.59215251715928
"ARG.13.325",2.22910114696596,1.86502266215473
"ARG.13.326",0.467376919399254,1.2608194137448
"ARG.13.327",0.698840275366476,1.42747158424185
"ARG.13.328",0.402775118666397,1.49929972377805
"ARG.13.329",1.0190210186489,1.4366045527012
"ARG.13.330",0.484332242330968,1.19408440385486
"ARG.13.331",1.28416906436181,1.4634018947509
"ARG.13.332",0.927517617830546,1.4773111571246
"ARG.13.333",1.62112610038833,1.67933890772158
"ARG.13.334",0.557869039002884,1.20237316368171
"ARG.13.335",0.462120521107418,1.23960383149762
"ARG.14.337",2.39393116097442,1.61997517958236
"ARG.14.338",3.22905826967939,1.38549239291089
"ARG.14.339",3.36661621576185,1.36184877662462
"ARG.14.340",2.93216313847153,1.53086202628544
"ARG.14.341",3.13730768021924,1.28494549426136
"ARG.14.342",2.25686127813597,1.54761663709465
"ARG.14.344",3.08702014975008,1.21244225101428
"ARG.14.346",3.08228806047309,1.35030791238776
"ARG.14.347",3.05242587683664,1.37397589865267
"ARG.14.348",2.66274224184243,1.66207234719116
"ARG.14.349",3.10911045812874,1.40368669758354
"ARG.14.350",2.90242874412467,1.50726904051268
"ARG.14.351",2.24649022558901,1.58497556384229
"ARG.14.R229b34c45d88aabc",2.88915724883577,1.55602884198499
"ARG.14.R54e5121922cc6fa2",2.697446417712,1.56976383466062
"ARG.15.353",0.310214703972166,1.6500322214306
"ARG.15.354",0.742399633433758,1.38660665393885
"ARG.15.355",0.321831350388986,1.44078525746668
"ARG.15.356",0.340115610156116,1.32524729326803
"ARG.15.357",0.323398645564326,1.43683192424079
"ARG.15.358",0.753036852281736,1.40210448793472
"ARG.15.359",0.312012761764985,1.66733946186115
"ARG.15.360",0.315399359344679,1.84288754600619
"ARG.15.362",0.322257813549004,2.01337257724974
"ARG.15.363",0.312131576841935,1.6725348320931
"ARG.15.364",0.311685884164698,1.42626540172112
"ARG.15.365",0.735946735453524,1.3679956757734
"ARG.15.366",0.485789232747227,1.57844401235541
"ARG.15.368",0.377475594607255,1.35584682782536
"ARG.15.R371f800a67df8213",0.355140041145869,1.33935525237824
"ARG.16.369",0.44756291755124,1.3991930760337
"ARG.16.370",1.02842599565986,1.64087734505376
"ARG.16.371",0.316613957126705,1.9378215914414
"ARG.16.372",0.645750469992289,1.32947315080994
"ARG.16.373",0.441334861704191,1.70213107896724
"ARG.16.374",0.853665081314948,1.5846189206468
"ARG.16.375",0.314795154654533,1.94084421675296
"ARG.16.376",0.354456806592121,1.36171080740333
"ARG.16.377",0.888388635890365,1.5852030724283
"ARG.16.378",0.313757514881419,1.77643830958909
"ARG.16.379",0.49456441655905,1.35953769876801
"ARG.16.380",0.455069416015092,1.44596035039205
"ARG.16.381",0.305027084516264,1.5313209118372
"ARG.17.382",4.66430039023163,1.38863390031045
"ARG.17.383",0.317321071706271,1.48047766612444
"ARG.17.384",0.580514830974525,1.24871793040132
"ARG.17.385",1.36047283957826,1.46673233437264
"ARG.17.386",1.34907056850637,1.47546894267674
"ARG.17.387",0.661151787268093,1.15568769097053
"ARG.17.388",2.2506660176797,1.57566601051975
"ARG.17.389",3.95658238563399,1.13706630699443
"ARG.17.390",0.564040415546605,1.25993246012294
"ARG.17.391",0.332830849622441,1.16205504059568
"ARG.17.392",0.347360499302854,0.922172480902484
"ARG.17.393",1.34566476231489,1.41515357726079
"ARG.17.394",0.301871519094756,1.76890496964419
"ARG.17.395",0.963886236767211,1.35723437950245
"ARG.17.396",0.325349729016347,2.07596033162773
"ARG.17.397",3.08254046133825,1.28473288143512
"ARG.17.398",0.351857562920721,1.55971405822933
"ARG.17.399",3.88553947416747,1.12897425428193
"ARG.17.400",5.98078175351444,1.46771129845383
"ARG.17.401",2.67418701621744,1.58543107177231
"ARG.17.402",0.357513903136656,1.14873100664603
"ARG.17.403",0.342986661226418,1.41111872925945
"ARG.17.404",0.350539541361609,1.07976506353467
"ARG.18.405",2.16154025788742,1.82753815911897
"ARG.18.406",1.39330909152338,1.53401222498836
"ARG.18.407",0.29148602549791,1.80264417137448
"ARG.18.408",1.68701527074838,1.74080733540485
"ARG.18.411",0.279691234373071,1.56428718036929
"ARG.18.412",0.874722987251583,1.40888892805759
"ARG.18.413",1.56291243568479,1.65461839419029
"ARG.18.416",2.69146411596369,2.09570357843043
"ARG.18.418",1.54431946222766,1.70417506947373
"ARG.18.419",0.47230319572774,1.27237120038267
"ARG.18.420",1.86823211103495,1.75633706611965
"ARG.18.422",0.39881397680559,1.38226757192517
"ARG.18.Rc1564e5857996fe7",1.69712748234462,1.73833269937569
"ARG.18.Rd79c1b5c6b9c6297",3.05951155257506,2.12026695244438
"ARG.19.423",2.36894582893,1.87727300057856
"ARG.19.424",1.65957384156824,1.74337444743588
"ARG.19.425",0.770211834331162,1.4104072210446
"ARG.19.426",0.764730296400519,1.45262409016969
"ARG.19.427",1.14319558525635,1.38663585021863
"ARG.19.428",1.27583781075132,1.58108137041669
"ARG.19.429",1.05728146902699,1.38167502309825
"ARG.19.430",1.54822081289672,1.64698447212237
"ARG.19.431",0.754891315901189,1.4451452458096
"ARG.2.129",0.553606820318353,1.36660833642913
