temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-34.329308,46.903347,-126.25818,57.599564,289.04996,115.90134,61.887531,516.2124
-19.9,-34.086716,46.552841,-125.32861,57.155174,286.43155,114.97464,61.085411,511.77771
-19.8,-33.845173,46.20433,-124.404,56.713654,283.82733,114.05289,60.287781,507.36688
-19.7,-33.604675,45.857815,-123.48434,56.274994,281.23727,113.13608,59.494617,502.97989
-19.6,-33.365223,45.51329,-122.56963,55.839184,278.66129,112.2242,58.705917,498.61667
-19.5,-33.126816,45.170746,-121.65985,55.406223,276.0994,111.31722,57.921658,494.27716
-19.4,-32.889446,44.830185,-120.755,54.976105,273.55154,110.41516,57.141823,489.9613
-19.3,-32.653114,44.4916,-119.85505,54.548817,271.0177,109.51798,56.366402,485.66901
-19.2,-32.41782,44.154984,-118.96,54.124359,268.49783,108.62569,55.595379,481.4003
-19.1,-32.183559,43.820335,-118.06984,53.702721,265.99188,107.73828,54.828739,477.15503
-19,-31.950331,43.487648,-117.18456,53.283894,263.49985,106.85572,54.066467,472.9332
-18.9,-31.718132,43.156921,-116.30415,52.867878,261.02164,105.97802,53.308544,468.73474
-18.8,-31.486963,42.828144,-115.42859,52.454659,258.55728,105.10515,52.554958,464.55957
-18.7,-31.256819,42.50132,-114.55788,52.044239,256.10669,104.23711,51.805695,460.40768
-18.6,-31.027697,42.176437,-113.69199,51.636604,253.66985,103.37389,51.060734,456.27896
-18.5,-30.799599,41.853497,-112.83095,51.23175,251.24673,102.51549,50.320068,452.1734
-18.4,-30.572517,41.532494,-111.97471,50.82967,248.8373,101.66187,49.583675,448.09091
-18.3,-30.346457,41.213417,-111.12327,50.430359,246.4415,100.81305,48.851543,444.03143
-18.2,-30.121408,40.896271,-110.27663,50.03381,244.0593,99.969002,48.123653,439.99493
-18.1,-29.897375,40.581047,-109.43477,49.640015,241.69067,99.129723,47.399998,435.98135
-18,-29.674353,40.267742,-108.59767,49.24897,239.33559,98.295189,46.68055,431.99063
-17.9,-29.452339,39.956348,-107.76534,48.860664,236.99399,97.465408,45.965302,428.02267
-17.8,-29.231333,39.646866,-106.93776,48.475094,234.66586,96.640358,45.254234,424.07748
-17.7,-29.011332,39.339287,-106.11491,48.092255,232.35115,95.820038,44.547337,420.15497
-17.6,-28.792334,39.033607,-105.2968,47.712135,230.04984,95.004425,43.844585,416.2551
-17.5,-28.574335,38.729828,-104.4834,47.334732,227.76187,94.193512,43.145973,412.37778
-17.4,-28.357336,38.427937,-103.67471,46.960037,225.48723,93.387299,42.451477,408.52295
-17.3,-28.141335,38.127934,-102.87071,46.588043,223.22585,92.58577,41.761086,404.69061
-17.2,-27.926327,37.829815,-102.0714,46.218746,220.97772,91.788902,41.07478,400.88068
-17.1,-27.712311,37.533573,-101.27676,45.852139,218.74281,90.996704,40.392548,397.09308
-17,-27.499285,37.239204,-100.48679,45.488213,216.52107,90.20916,39.714371,393.32776
-16.9,-27.287249,36.946705,-99.701462,45.126965,214.31245,89.426247,39.04023,389.58469
-16.8,-27.076197,36.656075,-98.920784,44.768387,212.11694,88.647972,38.370117,385.86377
-16.7,-26.866131,36.367302,-98.14473,44.412472,209.93451,87.874313,37.704006,382.16501
-16.6,-26.657045,36.080383,-97.373299,44.059212,207.76509,87.10527,37.041889,378.48828
-16.5,-26.44894,35.795322,-96.606483,43.708599,205.60866,86.340828,36.383747,374.83356
-16.4,-26.241814,35.512104,-95.844261,43.360634,203.46518,85.580971,35.729561,371.20081
-16.3,-26.035662,35.230732,-95.086624,43.015301,201.33463,84.825699,35.079319,367.58994
-16.2,-25.830482,34.951195,-94.333572,42.672604,199.21696,84.074989,34.433002,364.00092
-16.1,-25.626276,34.673496,-93.585075,42.332523,197.11214,83.32885,33.790592,360.43369
-16,-25.42304,34.397625,-92.841141,41.995064,195.02013,82.587257,33.152077,356.88815
-15.9,-25.22077,34.123577,-92.101753,41.660213,192.94087,81.850197,32.517437,353.36432
-15.8,-25.019466,33.851353,-91.366898,41.327969,190.87437,81.117676,31.886656,349.86209
-15.7,-24.819124,33.580944,-90.636566,40.998318,188.82057,80.389671,31.259716,346.38144
